size 40 40
tileset outdoor
visibilityRadius 8
unexplored



item 1 "ruraldoor_SE_unlockable" 28 10
tile entity 29 23 cliffs/concave-br
tile entity 29 23 cliffs/concave-bl
tile entity 28 23 cliffs/concave-l
tile entity 22 23 cliffs/convex-bl
tile entity 22 23 cliffs/concave-tr
tile entity 17 23 cliffs/concave-l
tile entity 5 23 walls/wall-stone-n-ne
tile entity 4 23 walls/wall-stone-n-ne
tile entity 3 23 walls/wall-stone-nw
tile entity 37 22 cliffs/convex-r
tile entity 37 22 cliffs/convex-tr
tile entity 37 22 cliffs/concave-bl
tile entity 36 22 cliffs/concave-l
tile entity 32 22 cliffs/concave-r
tile entity 31 22 cliffs/convex-tl
tile entity 31 22 cliffs/concave-br
tile entity 28 22 cliffs/convex-r
tile entity 28 22 cliffs/convex-tr
tile entity 28 22 cliffs/concave-bl
tile entity 22 22 cliffs/concave-r
tile entity 21 22 cliffs/concave-br
tile entity 21 22 cliffs/convex-bl
tile entity 21 22 cliffs/convex-l
tile entity 21 22 cliffs/convex-tl
tile entity 21 22 cliffs/concave-tr
tile entity 17 22 cliffs/concave-l
tile entity 17 22 cliffs/convex-r
tile entity 6 22 walls/wall-stone-nw-n
tile entity 3 22 walls/wall-stone-ne
tile entity 36 21 cliffs/concave-l
tile entity 36 21 cliffs/convex-r
tile entity 32 21 cliffs/concave-r
tile entity 32 21 cliffs/convex-l
tile entity 27 21 cliffs/concave-l
tile entity 22 21 cliffs/concave-r
tile entity 22 21 cliffs/convex-l
tile entity 17 21 cliffs/convex-r
tile entity 17 21 cliffs/convex-tr
tile entity 17 21 cliffs/concave-bl
tile entity 16 21 cliffs/convex-tr
tile entity 16 21 cliffs/concave-bl
tile entity 8 21 walls/wall-stone-nw-n
tile entity 7 21 walls/wall-stone-nw-n
tile entity 36 20 cliffs/convex-r
tile entity 36 20 cliffs/convex-tr
tile entity 36 20 cliffs/concave-bl
tile entity 27 20 cliffs/concave-l
tile entity 27 20 cliffs/convex-r
tile entity 15 20 cliffs/concave-l
tile entity 10 20 walls/wall-stone-nw-n
tile entity 9 20 walls/wall-stone-nw-n
tile entity 35 19 cliffs/concave-l
tile entity 31 19 cliffs/convex-bl
tile entity 31 19 cliffs/concave-tr
tile entity 30 19 cliffs/convex-bl
tile entity 30 19 cliffs/concave-tr
tile entity 27 19 cliffs/concave-l
tile entity 27 19 cliffs/convex-r
tile entity 21 19 cliffs/convex-bl
tile entity 21 19 cliffs/concave-tr
tile entity 20 19 cliffs/convex-bl
tile entity 20 19 cliffs/concave-tr
tile entity 15 19 cliffs/concave-l
tile entity 15 19 cliffs/convex-r
tile entity 12 19 walls/wall-stone-nw-n
tile entity 11 19 walls/wall-stone-nw-n
tile entity 8 19 walls/wall-stone-n-ne
tile entity 4 19 features/bones
tile entity 35 18 cliffs/concave-l
tile entity 35 18 cliffs/convex-r
tile entity 29 18 cliffs/convex-bl
tile entity 29 18 cliffs/concave-tr
tile entity 28 18 cliffs/concave-tr
tile entity 27 18 cliffs/concave-tl
tile entity 26 18 walls/wall-stone-nw-n
tile entity 25 18 walls/wall-stone-n
tile entity 24 18 walls/wall-stone-n-ne
tile entity 19 18 cliffs/convex-bl
tile entity 19 18 cliffs/concave-tr
tile entity 18 18 cliffs/convex-bl
tile entity 18 18 cliffs/concave-tr
tile entity 16 18 cliffs/concave-tl
tile entity 16 18 cliffs/convex-br
tile entity 15 18 cliffs/concave-tl
tile entity 14 18 walls/wall-stone-nw-n
tile entity 13 18 walls/wall-stone-nw-n
tile entity 7 18 walls/wall-stone-ne
tile entity 6 18 walls/wall-stone-n
tile entity 35 17 cliffs/concave-l
tile entity 35 17 cliffs/convex-r
tile entity 27 17 walls/wall-stone-nw
tile entity 23 17 walls/wall-stone-n-ne
tile entity 22 17 walls/wall-stone-n-ne
tile entity 17 17 cliffs/concave-tr
tile entity 16 17 walls/wall-stone-nw-n
tile entity 15 17 walls/wall-stone-nw-n
tile entity 7 17 walls/wall-stone-nw
tile entity 5 17 walls/wall-stone-n-ne
tile entity 4 17 walls/wall-stone-n-ne
tile entity 2 17 walls/wall-stone-nw-n
tile entity 35 16 cliffs/convex-r
tile entity 35 16 cliffs/convex-tr
tile entity 35 16 cliffs/concave-bl
tile entity 34 16 cliffs/convex-tr
tile entity 34 16 cliffs/concave-bl
tile entity 21 16 walls/wall-stone-n-ne
tile entity 20 16 walls/wall-stone-n-ne
tile entity 18 16 walls/wall-stone-nw-n
tile entity 17 16 walls/wall-stone-nw-n
tile entity 3 16 walls/wall-stone-nw-n-ne
tile entity 33 15 cliffs/convex-tr
tile entity 33 15 cliffs/concave-bl
tile entity 32 15 cliffs/convex-tl
tile entity 32 15 cliffs/convex-tr
tile entity 31 15 cliffs/concave-br
tile entity 31 15 cliffs/concave-bl
tile entity 30 15 cliffs/convex-tr
tile entity 30 15 cliffs/concave-bl
tile entity 19 15 walls/wall-stone-nw-n-ne
tile entity 36 14 cliffs/concave-l
tile entity 36 14 cliffs/convex-bl
tile entity 36 14 cliffs/convex-br
tile entity 36 14 cliffs/convex-r
tile entity 29 14 cliffs/convex-tr
tile entity 29 14 cliffs/concave-bl
tile entity 28 14 cliffs/convex-tr
tile entity 28 14 cliffs/concave-bl
tile entity 22 14 walls/wall-stone-nw-n
tile entity 14 14 walls/wall-stone-n
tile entity 2 14 walls/wall-stone-nw-n
tile entity 36 13 cliffs/concave-l
tile entity 36 13 cliffs/convex-r
tile entity 35 13 cliffs/convex-bl
tile entity 35 13 cliffs/concave-tr
tile entity 34 13 cliffs/convex-bl
tile entity 34 13 cliffs/concave-tr
tile entity 32 13 cliffs/concave-tl
tile entity 32 13 cliffs/convex-br
tile entity 31 13 cliffs/concave-tl
tile entity 31 13 cliffs/convex-bl
tile entity 31 13 cliffs/convex-br
tile entity 30 13 cliffs/convex-bl
tile entity 30 13 cliffs/concave-tr
tile entity 27 13 cliffs/concave-l
tile entity 24 13 walls/wall-stone-nw-n
tile entity 23 13 walls/wall-stone-nw-n
tile entity 15 13 walls/wall-stone-nw
tile entity 13 13 walls/wall-stone-n-ne
tile entity 12 13 walls/wall-stone-n-ne
tile entity 7 13 features/bones
tile entity 4 13 walls/wall-stone-nw
tile entity 3 13 walls/wall-stone-nw-n
tile entity 36 12 cliffs/concave-l
tile entity 36 12 cliffs/convex-r
tile entity 33 12 cliffs/concave-tr
tile entity 29 12 cliffs/convex-bl
tile entity 29 12 cliffs/concave-tr
tile entity 28 12 cliffs/concave-tr
tile entity 27 12 cliffs/concave-tl
tile entity 26 12 walls/wall-stone-nw-n
tile entity 25 12 walls/wall-stone-nw-n
tile entity 21 12 walls/wall-stone-n-ne
tile entity 20 12 walls/wall-stone-n-ne
tile entity 11 12 walls/wall-stone-n-ne
tile entity 10 12 walls/wall-stone-n-ne
tile entity 36 11 cliffs/concave-tl
tile entity 28 11 walls/wall-stone-nw
tile entity 27 11 walls/wall-stone-nw-n
tile entity 19 11 walls/wall-stone-n-ne
tile entity 18 11 walls/wall-stone-n-ne
tile entity 9 11 walls/wall-stone-n-ne
tile entity 8 11 walls/wall-stone-n-ne
tile entity 39 10 cliffs/convex-bl
tile entity 38 10 cliffs/concave-tr
tile entity 37 10 cliffs/concave-tl
tile entity 37 10 cliffs/convex-br
tile entity 30 10 walls/wall-stone-nw-n
tile entity 29 10 walls/wall-stone-n
tile entity 28 10 walls/wall-stone-ne
tile entity 17 10 walls/wall-stone-n-ne
tile entity 16 10 walls/wall-stone-ne
tile entity 14 10 features/bones
tile entity 7 10 walls/wall-stone-ne
tile entity 4 10 walls/wall-stone-nw-n
tile entity 3 10 walls/wall-stone-nw-n
tile entity 38 9 cliffs/concave-br
tile entity 38 9 cliffs/concave-bl
tile entity 31 9 walls/wall-stone-nw
tile entity 25 9 features/dragon-statue
tile entity 20 9 walls/wall-stone-nw
tile entity 19 9 walls/wall-stone-nw-n
tile entity 6 9 walls/wall-stone-nw-n
tile entity 5 9 walls/wall-stone-nw-n
tile entity 39 8 cliffs/convex-tl
tile entity 37 8 cliffs/concave-l
tile entity 28 8 features/dragon-statue
tile entity 18 8 walls/wall-stone-nw-n
tile entity 17 8 walls/wall-stone-n
tile entity 16 8 walls/wall-stone-ne
tile entity 8 8 walls/wall-stone-nw
tile entity 7 8 walls/wall-stone-nw-n
tile entity 37 7 cliffs/concave-l
tile entity 37 7 cliffs/convex-r
tile entity 20 7 walls/wall-stone-nw
tile entity 19 7 walls/wall-stone-nw-n
tile entity 14 7 features/altar-evil
tile entity 10 7 walls/wall-stone-nw-n
tile entity 9 7 walls/wall-stone-n
tile entity 8 7 walls/wall-stone-ne
tile entity 37 6 cliffs/concave-l
tile entity 37 6 cliffs/convex-r
tile entity 29 6 walls/wall-stone-n-ne
tile entity 28 6 walls/wall-stone-n-ne
tile entity 17 6 walls/wall-stone-n-ne
tile entity 17 6 features/coffin
tile entity 16 6 walls/wall-stone-n-ne
tile entity 16 6 features/coffin
tile entity 12 6 walls/wall-stone-nw-n
tile entity 11 6 walls/wall-stone-nw-n
tile entity 37 5 cliffs/concave-l
tile entity 37 5 cliffs/convex-r
tile entity 27 5 walls/wall-stone-n-ne
tile entity 26 5 walls/wall-stone-n-ne
tile entity 15 5 walls/wall-stone-n-ne
tile entity 15 5 features/coffin
tile entity 14 5 walls/wall-stone-nw-n-ne
tile entity 14 5 features/coffin
tile entity 13 5 walls/wall-stone-nw-n
tile entity 4 5 walls/wall-stone-nw-n
tile entity 3 5 walls/wall-stone-nw-n
tile entity 37 4 cliffs/concave-l
tile entity 37 4 cliffs/convex-r
tile entity 25 4 walls/wall-stone-n-ne
tile entity 24 4 walls/wall-stone-n-ne
tile entity 21 4 features/bones
tile entity 12 4 walls/wall-stone-n-ne
tile entity 5 4 walls/wall-stone-nw
tile entity 2 4 walls/wall-stone-n-ne
tile entity 37 3 cliffs/convex-r
tile entity 37 3 cliffs/convex-tr
tile entity 37 3 cliffs/concave-bl
tile entity 36 3 cliffs/convex-tr
tile entity 36 3 cliffs/concave-bl
tile entity 23 3 walls/wall-stone-n-ne
tile entity 22 3 walls/wall-stone-ne
tile entity 16 3 walls/wall-stone-nw-n
tile entity 16 3 features/coffin
tile entity 15 3 walls/wall-stone-nw-n
tile entity 15 3 features/coffin
tile entity 11 3 walls/wall-stone-n-ne
tile entity 10 3 walls/wall-stone-n-ne
tile entity 8 3 walls/wall-stone-n
tile entity 1 3 walls/wall-stone-n-ne
tile entity 35 2 cliffs/convex-tr
tile entity 35 2 cliffs/concave-bl
tile entity 34 2 cliffs/convex-tl
tile entity 34 2 cliffs/convex-tr
tile entity 33 2 cliffs/concave-br
tile entity 33 2 cliffs/concave-bl
tile entity 32 2 cliffs/convex-tl
tile entity 32 2 cliffs/convex-tr
tile entity 31 2 cliffs/concave-br
tile entity 31 2 cliffs/concave-bl
tile entity 30 2 cliffs/convex-tr
tile entity 30 2 cliffs/concave-bl
tile entity 28 2 cliffs/concave-br
tile entity 28 2 cliffs/concave-bl
tile entity 26 2 walls/wall-stone-nw
tile entity 25 2 walls/wall-stone-nw-n
tile entity 20 2 walls/wall-stone-n
tile entity 18 2 walls/wall-stone-nw-n
tile entity 18 2 features/coffin
tile entity 17 2 walls/wall-stone-nw-n
tile entity 17 2 features/coffin
tile entity 9 2 walls/wall-stone-nw-n-ne
tile entity 7 2 walls/wall-stone-n-ne
tile entity 6 2 walls/wall-stone-n-ne
tile entity 29 1 cliffs/convex-tl
tile entity 29 1 cliffs/convex-tr
tile entity 27 1 cliffs/convex-tr
tile entity 27 1 cliffs/concave-bl
tile entity 26 1 cliffs/concave-bl
tile entity 26 1 cliffs/convex-tr
tile entity 23 1 walls/wall-stone-n-ne
tile entity 22 1 walls/wall-stone-nw-n-ne
tile entity 21 1 walls/wall-stone-nw-n
tile entity 19 1 walls/wall-stone-nw-n-ne
tile entity 19 1 features/coffin
tile entity 5 1 walls/wall-stone-n-ne
tile entity 4 1 walls/wall-stone-n-ne
tile ceiling 13 32 ceiling/wall-stone-sw2
tile ceiling 12 32 ceiling/wall-stone-s
tile ceiling 11 32 ceiling/wall-stone-se-s-sw
tile ceiling 10 32 ceiling/wall-stone-s-sw
tile ceiling 16 31 ceiling/wall-stone-sw-ne2
tile ceiling 14 31 ceiling/wall-stone-ne-se-s
tile ceiling 13 31 ceiling/wall-stone-se2
tile ceiling 9 31 ceiling/wall-stone-s-sw
tile ceiling 8 31 ceiling/wall-stone-s-sw
tile ceiling 8 31 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 16 30 ceiling/wall-stone-sw-ne2
tile ceiling 16 30 ceiling/wall-stone-sw-ne
tile ceiling 14 30 ceiling/wall-stone-ne-se
tile ceiling 6 30 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 6 30 ceiling/wall-stone-se-s
tile ceiling 5 30 ceiling/wall-stone-se2
tile ceiling 16 29 ceiling/wall-stone-sw-ne
tile ceiling 14 29 ceiling/wall-stone-ne-se
tile ceiling 9 29 ceiling/wall-stone-sw2
tile ceiling 8 29 ceiling/wall-stone-s-sw
tile ceiling 16 28 ceiling/wall-stone-sw-ne
tile ceiling 14 28 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 14 28 ceiling/wall-stone-se
tile ceiling 7 28 ceiling/wall-stone-s-sw
tile ceiling 6 28 ceiling/wall-stone-s-sw
tile ceiling 16 27 ceiling/wall-stone-sw
tile ceiling 5 27 ceiling/wall-stone-s-sw
tile ceiling 4 27 ceiling/wall-stone-s-sw
tile ceiling 15 26 ceiling/wall-stone-s-sw
tile ceiling 14 26 ceiling/wall-stone-s-sw
tile ceiling 3 26 ceiling/wall-stone-s-sw
tile ceiling 2 26 ceiling/wall-stone-s-sw-nw
tile ceiling 13 25 ceiling/wall-stone-s-sw
tile ceiling 12 25 ceiling/wall-stone-s-sw
tile ceiling 2 25 ceiling/wall-stone-sw-ne
tile ceiling 11 24 ceiling/wall-stone-s-sw
tile ceiling 10 24 ceiling/wall-stone-s-sw
tile ceiling 2 24 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 24 ceiling/wall-stone-sw
tile ceiling 9 23 ceiling/wall-stone-s-sw
tile ceiling 8 23 ceiling/wall-stone-s-sw
tile ceiling 7 22 ceiling/wall-stone-s-sw
tile ceiling 6 22 ceiling/wall-stone-s-sw
tile ceiling 6 22 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 3 22 ceiling/wall-stone-sw2
tile ceiling 2 22 ceiling/wall-stone-s-sw-nw
tile ceiling 0 22 ceiling/wall-stone-ne-se
tile ceiling 4 21 ceiling/wall-stone-se-s
tile ceiling 3 21 ceiling/wall-stone-se2
tile ceiling 2 21 ceiling/wall-stone-sw-ne
tile ceiling 0 21 ceiling/wall-stone-ne-se
tile ceiling 6 20 ceiling/wall-stone-se-s
tile ceiling 5 20 ceiling/wall-stone-se-s
tile ceiling 2 20 ceiling/wall-stone-sw-ne
tile ceiling 0 20 ceiling/wall-stone-ne-se
tile ceiling 8 19 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 8 19 ceiling/wall-stone-se-s
tile ceiling 7 19 ceiling/wall-stone-se-s
tile ceiling 2 19 ceiling/wall-stone-sw-ne
tile ceiling 0 19 ceiling/wall-stone-ne-se
tile ceiling 10 18 ceiling/wall-stone-se-s-sw
tile ceiling 2 18 ceiling/wall-stone-sw-ne
tile ceiling 0 18 ceiling/wall-stone-ne-se
tile ceiling 12 17 ceiling/wall-stone-se-s
tile ceiling 11 17 ceiling/wall-stone-se-s
tile ceiling 9 17 ceiling/wall-stone-s-sw
tile ceiling 8 17 ceiling/wall-stone-s
tile ceiling 7 17 ceiling/wall-stone-se2
tile ceiling 2 17 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 17 ceiling/wall-stone-sw
tile ceiling 0 17 ceiling/wall-stone-ne-se
tile ceiling 27 16 ceiling/wall-stone-sw2
tile ceiling 26 16 ceiling/wall-stone-s-sw
tile ceiling 14 16 ceiling/wall-stone-se-s
tile ceiling 13 16 ceiling/wall-stone-se-s
tile ceiling 7 16 ceiling/wall-stone-sw2
tile ceiling 6 16 ceiling/wall-stone-s-sw
tile ceiling 0 16 ceiling/wall-stone-ne-se
tile ceiling 25 15 ceiling/wall-stone-s-sw
tile ceiling 24 15 ceiling/wall-stone-s-sw
tile ceiling 16 15 ceiling/wall-stone-se-s
tile ceiling 15 15 ceiling/wall-stone-se-s
tile ceiling 5 15 ceiling/wall-stone-s-sw
tile ceiling 4 15 ceiling/wall-stone-s-sw
tile ceiling 2 15 ceiling/wall-stone-se-s-sw
tile ceiling 2 15 ceiling/wall-stone-se-s-sw-nw
tile ceiling 0 15 ceiling/wall-stone-ne-se
tile ceiling 23 14 ceiling/wall-stone-s-sw
tile ceiling 22 14 ceiling/wall-stone-s-sw
tile ceiling 22 14 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 18 14 ceiling/wall-stone-se-s
tile ceiling 17 14 ceiling/wall-stone-se-s
tile ceiling 3 14 ceiling/wall-stone-s
tile ceiling 2 14 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 14 ceiling/wall-stone-sw
tile ceiling 0 14 ceiling/wall-stone-ne-se
tile ceiling 20 13 ceiling/wall-stone-se-s
tile ceiling 19 13 ceiling/wall-stone-se-s
tile ceiling 0 13 ceiling/wall-stone-se
tile ceiling 21 12 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 21 12 ceiling/wall-stone-se-s
tile ceiling 15 12 ceiling/wall-stone-sw2
tile ceiling 14 12 ceiling/wall-stone-s-sw
tile ceiling 4 12 ceiling/wall-stone-sw2
tile ceiling 1 12 ceiling/wall-stone-ne-se-s
tile ceiling 24 11 ceiling/wall-stone-se-s
tile ceiling 23 11 ceiling/wall-stone-se-s-sw
tile ceiling 22 11 ceiling/wall-stone-s-sw
tile ceiling 13 11 ceiling/wall-stone-s-sw
tile ceiling 12 11 ceiling/wall-stone-s-sw
tile ceiling 3 11 ceiling/wall-stone-s-sw-nw
tile ceiling 1 11 ceiling/wall-stone-ne-se
tile ceiling 28 10 ceiling/wall-stone-sw2
tile ceiling 26 10 ceiling/wall-stone-se-s
tile ceiling 25 10 ceiling/wall-stone-se-s
tile ceiling 21 10 ceiling/wall-stone-s-sw
tile ceiling 20 10 ceiling/wall-stone-s-sw
tile ceiling 11 10 ceiling/wall-stone-s-sw
tile ceiling 10 10 ceiling/wall-stone-s-sw
tile ceiling 3 10 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 3 10 ceiling/wall-stone-sw
tile ceiling 1 10 ceiling/wall-stone-ne-se2
tile ceiling 1 10 ceiling/wall-stone-ne-se
tile ceiling 28 9 ceiling/wall-stone-se2
tile ceiling 27 9 ceiling/wall-stone-s
tile ceiling 19 9 ceiling/wall-stone-s-sw
tile ceiling 19 9 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 16 9 ceiling/wall-stone-se2
tile ceiling 9 9 ceiling/wall-stone-s-sw
tile ceiling 8 9 ceiling/wall-stone-s
tile ceiling 7 9 ceiling/wall-stone-se2
tile ceiling 1 9 ceiling/wall-stone-ne-se2
tile ceiling 1 9 ceiling/wall-stone-ne-se
tile ceiling 31 8 ceiling/wall-stone-sw-ne2
tile ceiling 29 8 ceiling/wall-stone-ne-se-s
tile ceiling 20 8 ceiling/wall-stone-sw2
tile ceiling 18 8 ceiling/wall-stone-se-s
tile ceiling 17 8 ceiling/wall-stone-se-s
tile ceiling 4 8 ceiling/wall-stone-se-s
tile ceiling 3 8 ceiling/wall-stone-se-s-sw
tile ceiling 3 8 ceiling/wall-stone-se-s-sw-nw
tile ceiling 1 8 ceiling/wall-stone-ne-se2
tile ceiling 1 8 ceiling/wall-stone-ne-se
tile ceiling 31 7 ceiling/wall-stone-sw-ne2
tile ceiling 31 7 ceiling/wall-stone-sw-ne
tile ceiling 29 7 ceiling/wall-stone-ne-se
tile ceiling 19 7 ceiling/wall-stone-s
tile ceiling 16 7 ceiling/wall-stone-se2
tile ceiling 8 7 ceiling/wall-stone-sw2
tile ceiling 6 7 ceiling/wall-stone-se-s
tile ceiling 5 7 ceiling/wall-stone-se-s
tile ceiling 3 7 ceiling/wall-stone-sw-ne2
tile ceiling 3 7 ceiling/wall-stone-sw-ne
tile ceiling 1 7 ceiling/wall-stone-ne-se2
tile ceiling 1 7 ceiling/wall-stone-ne-se
tile ceiling 31 6 ceiling/wall-stone-sw-ne
tile ceiling 29 6 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 29 6 ceiling/wall-stone-se
tile ceiling 20 6 ceiling/wall-stone-sw2
tile ceiling 17 6 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 17 6 ceiling/wall-stone-se-s
tile ceiling 8 6 ceiling/wall-stone-se2
tile ceiling 7 6 ceiling/wall-stone-s
tile ceiling 3 6 ceiling/wall-stone-sw-ne2
tile ceiling 3 6 ceiling/wall-stone-sw-ne
tile ceiling 1 6 ceiling/wall-stone-ne-se2
tile ceiling 1 6 ceiling/wall-stone-ne-se
tile ceiling 31 5 ceiling/wall-stone-sw
tile ceiling 30 5 ceiling/wall-stone-s-sw
tile ceiling 19 5 ceiling/wall-stone-s-sw
tile ceiling 18 5 ceiling/wall-stone-s-sw
tile ceiling 10 5 ceiling/wall-stone-se-s
tile ceiling 9 5 ceiling/wall-stone-se-s
tile ceiling 3 5 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 3 5 ceiling/wall-stone-sw
tile ceiling 1 5 ceiling/wall-stone-ne-se2
tile ceiling 1 5 ceiling/wall-stone-ne-se
tile ceiling 29 4 ceiling/wall-stone-s-sw
tile ceiling 28 4 ceiling/wall-stone-s-sw
tile ceiling 17 4 ceiling/wall-stone-s-sw
tile ceiling 16 4 ceiling/wall-stone-s-sw
tile ceiling 12 4 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 12 4 ceiling/wall-stone-se-s
tile ceiling 11 4 ceiling/wall-stone-se-s
tile ceiling 2 4 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 2 4 ceiling/wall-stone-se-s
tile ceiling 1 4 ceiling/wall-stone-se2
tile ceiling 1 4 ceiling/wall-stone-se
tile ceiling 27 3 ceiling/wall-stone-s-sw
tile ceiling 26 3 ceiling/wall-stone-s-sw
tile ceiling 15 3 ceiling/wall-stone-s-sw
tile ceiling 15 3 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 5 3 ceiling/wall-stone-sw2
tile ceiling 4 3 ceiling/wall-stone-s-sw
tile ceiling 25 2 ceiling/wall-stone-s-sw
tile ceiling 25 2 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 22 2 ceiling/wall-stone-se2
tile ceiling 14 2 ceiling/wall-stone-se-s
tile ceiling 13 2 ceiling/wall-stone-se-s-sw
tile ceiling 12 2 ceiling/wall-stone-s-sw
tile ceiling 3 2 ceiling/wall-stone-s-sw
tile ceiling 2 2 ceiling/wall-stone-s-sw
tile ceiling 26 1 ceiling/wall-stone-sw2
tile ceiling 23 1 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 23 1 ceiling/wall-stone-se-s
tile ceiling 16 1 ceiling/wall-stone-ne-se-s
tile ceiling 15 1 ceiling/wall-stone-se-s
tile ceiling 11 1 ceiling/wall-stone-s-sw
tile ceiling 10 1 ceiling/wall-stone-s-sw
tile ceiling 8 1 ceiling/wall-stone-se-s-sw
tile ceiling 1 1 ceiling/wall-stone-s-sw
tile ceiling 25 0 ceiling/wall-stone-s-sw
tile ceiling 24 0 ceiling/wall-stone-s-sw
tile ceiling 9 0 ceiling/wall-stone-s
tile ceiling 7 0 ceiling/wall-stone-s-sw

elevation 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
elevation 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 
elevation 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
elevation 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 
elevation 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
elevation 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
elevation 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
elevation 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 1 
elevation 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 1 1 1 
elevation 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
elevation 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
elevation 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
elevation 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
elevation 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 
elevation 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 
elevation 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 1 1 1 
elevation 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 
