size 50 40
tileset outdoor
visibilityRadius 8
unexplored


encounter "demonsLvl18" 40 19
encounter "demonsLvl18" 21 31
encounter "demonsLvl18" 5 29
encounter "demonsLvl18" 9 16
encounter "demonsLvl18" 24 6

item 1 "chest_lock_exceptional" 43 4
tile borders 46 37 borders/ice-nw
tile borders 45 37 borders/ice-n
tile borders 45 37 borders/ice-nw
tile borders 41 37 borders/ice-ne
tile borders 41 37 borders/ice-n
tile borders 40 37 borders/ice-ne
tile borders 40 37 borders/ice-n
tile borders 38 37 borders/ice-n
tile borders 22 37 borders/ice-n
tile borders 22 37 borders/ice-nw
tile borders 21 37 borders/ice-n
tile borders 21 37 borders/ice-nw
tile borders 19 37 borders/ice-ne
tile borders 19 37 borders/ice-n
tile borders 19 37 borders/ice-nw
tile borders 11 37 borders/ice-ne
tile borders 11 37 borders/ice-n
tile borders 11 37 borders/ice-nw
tile borders 5 37 borders/ice-ne
tile borders 49 36 borders/ice-nw
tile borders 49 36 borders/ice-n
tile borders 39 36 borders/ice-ne
tile borders 39 36 borders/ice-n
tile borders 39 36 borders/ice-nw
tile borders 37 36 borders/ice-ne
tile borders 37 36 borders/ice-n
tile borders 36 36 borders/ice-ne
tile borders 36 36 borders/ice-n
tile borders 34 36 borders/ice-n
tile borders 28 36 borders/ice-n
tile borders 28 36 borders/ice-nw
tile borders 27 36 borders/ice-n
tile borders 26 36 borders/ice-ne
tile borders 26 36 borders/ice-n
tile borders 24 36 borders/ice-n
tile borders 23 36 borders/ice-nw
tile borders 5 36 borders/ice-se
tile borders 5 36 borders/ice-ne
tile borders 35 35 borders/ice-ne
tile borders 35 35 borders/ice-n
tile borders 35 35 borders/ice-nw
tile borders 33 35 borders/ice-ne
tile borders 33 35 borders/ice-n
tile borders 32 35 borders/ice-ne
tile borders 32 35 borders/ice-n
tile borders 30 35 borders/ice-n
tile borders 30 35 borders/ice-nw
tile borders 29 35 borders/ice-n
tile borders 29 35 borders/ice-nw
tile borders 25 35 borders/ice-n
tile borders 25 35 borders/ice-nw
tile borders 25 35 borders/ice-ne
tile borders 23 35 borders/ice-ne
tile borders 23 35 borders/ice-n
tile borders 23 35 borders/ice-nw
tile borders 23 35 borders/ice-sw
tile borders 5 35 borders/ice-se
tile borders 5 35 borders/ice-ne
tile borders 31 34 borders/ice-ne
tile borders 31 34 borders/ice-n
tile borders 31 34 borders/ice-nw
tile borders 5 34 borders/ice-se
tile borders 5 34 borders/ice-ne
tile borders 5 34 borders/ice-n
tile borders 4 34 borders/ice-ne
tile borders 49 33 borders/ice-s
tile borders 49 33 borders/ice-sw
tile borders 48 33 borders/ice-s
tile borders 48 33 borders/ice-sw
tile borders 34 33 borders/ice-ne
tile borders 34 33 borders/ice-se
tile borders 34 33 borders/ice-s
tile borders 33 33 borders/ice-se
tile borders 33 33 borders/ice-s
tile borders 33 33 borders/ice-sw
tile borders 32 33 borders/ice-s
tile borders 32 33 borders/ice-sw
tile borders 32 33 borders/ice-nw
tile borders 4 33 borders/ice-se
tile borders 4 33 borders/ice-ne
tile borders 4 33 borders/ice-n
tile borders 47 32 borders/ice-s
tile borders 47 32 borders/ice-sw
tile borders 47 32 borders/ice-nw
tile borders 42 32 borders/ice-se
tile borders 42 32 borders/ice-ne
tile borders 42 32 borders/ice-s
tile borders 42 32 borders/ice-sw
tile borders 40 32 borders/ice-se
tile borders 40 32 borders/ice-s
tile borders 40 32 borders/ice-sw
tile borders 34 32 borders/ice-se
tile borders 32 32 borders/ice-sw
tile borders 28 32 borders/ice-sw
tile borders 28 32 borders/ice-se
tile borders 28 32 borders/ice-s
tile borders 3 32 borders/ice-ne
tile borders 3 32 borders/ice-n
tile borders 2 32 borders/ice-ne
tile borders 2 32 borders/ice-n
tile borders 47 31 borders/ice-nw
tile borders 47 31 borders/ice-sw
tile borders 42 31 borders/ice-se
tile borders 42 31 borders/ice-ne
tile borders 41 31 borders/ice-s
tile borders 39 31 borders/ice-sw
tile borders 39 31 borders/ice-s
tile borders 38 31 borders/ice-s
tile borders 38 31 borders/ice-sw
tile borders 36 31 borders/ice-s
tile borders 36 31 borders/ice-se
tile borders 35 31 borders/ice-se
tile borders 35 31 borders/ice-s
tile borders 31 31 borders/ice-s
tile borders 31 31 borders/ice-sw
tile borders 30 31 borders/ice-s
tile borders 29 31 borders/ice-se
tile borders 29 31 borders/ice-s
tile borders 27 31 borders/ice-s
tile borders 27 31 borders/ice-sw
tile borders 26 31 borders/ice-s
tile borders 26 31 borders/ice-sw
tile borders 26 31 borders/ice-nw
tile borders 16 31 borders/ice-se
tile borders 16 31 borders/ice-s
tile borders 16 31 borders/ice-sw
tile borders 14 31 borders/ice-se
tile borders 14 31 borders/ice-s
tile borders 14 31 borders/ice-sw
tile borders 14 31 borders/ice-nw
tile borders 1 31 borders/ice-ne
tile borders 47 30 borders/ice-sw
tile borders 46 30 borders/ice-s
tile borders 46 30 borders/ice-sw
tile borders 46 30 borders/ice-nw
tile borders 42 30 borders/ice-se
tile borders 42 30 borders/ice-ne
tile borders 42 30 borders/ice-n
tile borders 37 30 borders/ice-s
tile borders 26 30 borders/ice-sw
tile borders 17 30 borders/ice-se
tile borders 17 30 borders/ice-ne
tile borders 17 30 borders/ice-s
tile borders 15 30 borders/ice-s
tile borders 14 30 borders/ice-nw
tile borders 14 30 borders/ice-sw
tile borders 1 30 borders/ice-se
tile borders 1 30 borders/ice-ne
tile borders 46 29 borders/ice-sw
tile borders 46 29 borders/ice-nw
tile borders 46 29 borders/ice-n
tile borders 41 29 borders/ice-ne
tile borders 25 29 borders/ice-s
tile borders 25 29 borders/ice-sw
tile borders 25 29 borders/ice-nw
tile borders 18 29 borders/ice-s
tile borders 18 29 borders/ice-se
tile borders 17 29 borders/ice-se
tile borders 14 29 borders/ice-sw
tile borders 1 29 borders/ice-se
tile borders 1 29 borders/ice-ne
tile borders 47 28 borders/ice-nw
tile borders 41 28 borders/ice-se
tile borders 41 28 borders/ice-ne
tile borders 25 28 borders/ice-nw
tile borders 25 28 borders/ice-sw
tile borders 19 28 borders/ice-se
tile borders 19 28 borders/ice-ne
tile borders 19 28 borders/ice-s
tile borders 14 28 borders/ice-nw
tile borders 13 28 borders/ice-sw
tile borders 13 28 borders/ice-s
tile borders 13 28 borders/ice-nw
tile borders 13 28 borders/ice-n
tile borders 2 28 borders/ice-s
tile borders 2 28 borders/ice-se
tile borders 1 28 borders/ice-se
tile borders 47 27 borders/ice-sw
tile borders 47 27 borders/ice-nw
tile borders 41 27 borders/ice-se
tile borders 41 27 borders/ice-ne
tile borders 26 27 borders/ice-nw
tile borders 25 27 borders/ice-n
tile borders 25 27 borders/ice-nw
tile borders 25 27 borders/ice-sw
tile borders 19 27 borders/ice-se
tile borders 19 27 borders/ice-ne
tile borders 14 27 borders/ice-nw
tile borders 14 27 borders/ice-sw
tile borders 3 27 borders/ice-se
tile borders 3 27 borders/ice-s
tile borders 3 27 borders/ice-ne
tile borders 47 26 borders/ice-sw
tile borders 47 26 borders/ice-nw
tile borders 41 26 borders/ice-se
tile borders 41 26 borders/ice-ne
tile borders 41 26 borders/ice-n
tile borders 40 26 borders/ice-ne
tile borders 40 26 borders/ice-n
tile borders 26 26 borders/ice-n
tile borders 26 26 borders/ice-nw
tile borders 26 26 borders/ice-sw
tile borders 20 26 borders/ice-se
tile borders 20 26 borders/ice-ne
tile borders 20 26 borders/ice-s
tile borders 19 26 borders/ice-se
tile borders 14 26 borders/ice-nw
tile borders 14 26 borders/ice-sw
tile borders 4 26 borders/ice-s
tile borders 4 26 borders/ice-se
tile borders 4 26 borders/ice-ne
tile borders 4 26 borders/ice-n
tile borders 3 26 borders/ice-se
tile borders 47 25 borders/ice-nw
tile borders 47 25 borders/ice-sw
tile borders 39 25 borders/ice-ne
tile borders 36 25 borders/ice-n
tile borders 32 25 borders/ice-n
tile borders 32 25 borders/ice-nw
tile borders 31 25 borders/ice-n
tile borders 30 25 borders/ice-ne
tile borders 30 25 borders/ice-n
tile borders 30 25 borders/ice-nw
tile borders 29 25 borders/ice-n
tile borders 28 25 borders/ice-ne
tile borders 28 25 borders/ice-n
tile borders 28 25 borders/ice-nw
tile borders 27 25 borders/ice-n
tile borders 27 25 borders/ice-nw
tile borders 20 25 borders/ice-se
tile borders 20 25 borders/ice-ne
tile borders 14 25 borders/ice-sw
tile borders 3 25 borders/ice-ne
tile borders 47 24 borders/ice-sw
tile borders 46 24 borders/ice-sw
tile borders 46 24 borders/ice-s
tile borders 39 24 borders/ice-ne
tile borders 39 24 borders/ice-n
tile borders 39 24 borders/ice-se
tile borders 38 24 borders/ice-ne
tile borders 38 24 borders/ice-n
tile borders 38 24 borders/ice-nw
tile borders 37 24 borders/ice-n
tile borders 37 24 borders/ice-nw
tile borders 35 24 borders/ice-ne
tile borders 35 24 borders/ice-n
tile borders 34 24 borders/ice-ne
tile borders 34 24 borders/ice-n
tile borders 34 24 borders/ice-nw
tile borders 33 24 borders/ice-n
tile borders 33 24 borders/ice-nw
tile borders 20 24 borders/ice-se
tile borders 14 24 borders/ice-nw
tile borders 13 24 borders/ice-sw
tile borders 13 24 borders/ice-s
tile borders 13 24 borders/ice-nw
tile borders 13 24 borders/ice-n
tile borders 3 24 borders/ice-se
tile borders 3 24 borders/ice-ne
tile borders 45 23 borders/ice-sw
tile borders 45 23 borders/ice-s
tile borders 45 23 borders/ice-nw
tile borders 22 23 borders/ice-se
tile borders 22 23 borders/ice-ne
tile borders 22 23 borders/ice-s
tile borders 21 23 borders/ice-s
tile borders 21 23 borders/ice-se
tile borders 14 23 borders/ice-nw
tile borders 14 23 borders/ice-sw
tile borders 3 23 borders/ice-se
tile borders 3 23 borders/ice-ne
tile borders 45 22 borders/ice-sw
tile borders 44 22 borders/ice-sw
tile borders 44 22 borders/ice-s
tile borders 22 22 borders/ice-se
tile borders 14 22 borders/ice-nw
tile borders 14 22 borders/ice-sw
tile borders 4 22 borders/ice-s
tile borders 4 22 borders/ice-se
tile borders 4 22 borders/ice-ne
tile borders 3 22 borders/ice-se
tile borders 43 21 borders/ice-nw
tile borders 43 21 borders/ice-sw
tile borders 43 21 borders/ice-s
tile borders 26 21 borders/ice-se
tile borders 26 21 borders/ice-s
tile borders 26 21 borders/ice-sw
tile borders 24 21 borders/ice-se
tile borders 24 21 borders/ice-s
tile borders 23 21 borders/ice-s
tile borders 23 21 borders/ice-se
tile borders 14 21 borders/ice-sw
tile borders 4 21 borders/ice-se
tile borders 4 21 borders/ice-ne
tile borders 43 20 borders/ice-sw
tile borders 42 20 borders/ice-n
tile borders 42 20 borders/ice-nw
tile borders 42 20 borders/ice-s
tile borders 42 20 borders/ice-sw
tile borders 34 20 borders/ice-s
tile borders 34 20 borders/ice-se
tile borders 33 20 borders/ice-se
tile borders 33 20 borders/ice-s
tile borders 33 20 borders/ice-sw
tile borders 32 20 borders/ice-sw
tile borders 32 20 borders/ice-s
tile borders 30 20 borders/ice-se
tile borders 30 20 borders/ice-s
tile borders 30 20 borders/ice-sw
tile borders 28 20 borders/ice-se
tile borders 28 20 borders/ice-s
tile borders 27 20 borders/ice-s
tile borders 27 20 borders/ice-se
tile borders 25 20 borders/ice-s
tile borders 13 20 borders/ice-sw
tile borders 13 20 borders/ice-s
tile borders 12 20 borders/ice-sw
tile borders 12 20 borders/ice-s
tile borders 4 20 borders/ice-se
tile borders 4 20 borders/ice-ne
tile borders 44 19 borders/ice-n
tile borders 44 19 borders/ice-nw
tile borders 43 19 borders/ice-n
tile borders 43 19 borders/ice-nw
tile borders 36 19 borders/ice-se
tile borders 36 19 borders/ice-ne
tile borders 36 19 borders/ice-s
tile borders 35 19 borders/ice-se
tile borders 35 19 borders/ice-s
tile borders 31 19 borders/ice-s
tile borders 29 19 borders/ice-s
tile borders 11 19 borders/ice-s
tile borders 11 19 borders/ice-sw
tile borders 11 19 borders/ice-nw
tile borders 4 19 borders/ice-se
tile borders 45 18 borders/ice-nw
tile borders 36 18 borders/ice-se
tile borders 36 18 borders/ice-ne
tile borders 11 18 borders/ice-nw
tile borders 11 18 borders/ice-sw
tile borders 5 18 borders/ice-s
tile borders 5 18 borders/ice-se
tile borders 5 18 borders/ice-ne
tile borders 5 18 borders/ice-n
tile borders 4 18 borders/ice-ne
tile borders 4 18 borders/ice-n
tile borders 45 17 borders/ice-nw
tile borders 45 17 borders/ice-sw
tile borders 36 17 borders/ice-se
tile borders 12 17 borders/ice-n
tile borders 12 17 borders/ice-nw
tile borders 11 17 borders/ice-sw
tile borders 11 17 borders/ice-nw
tile borders 11 17 borders/ice-n
tile borders 3 17 borders/ice-ne
tile borders 45 16 borders/ice-nw
tile borders 45 16 borders/ice-sw
tile borders 38 16 borders/ice-se
tile borders 38 16 borders/ice-s
tile borders 37 16 borders/ice-s
tile borders 37 16 borders/ice-se
tile borders 13 16 borders/ice-nw
tile borders 3 16 borders/ice-se
tile borders 3 16 borders/ice-ne
tile borders 45 15 borders/ice-sw
tile borders 44 15 borders/ice-nw
tile borders 44 15 borders/ice-n
tile borders 44 15 borders/ice-sw
tile borders 44 15 borders/ice-s
tile borders 40 15 borders/ice-ne
tile borders 40 15 borders/ice-se
tile borders 40 15 borders/ice-s
tile borders 39 15 borders/ice-se
tile borders 39 15 borders/ice-s
tile borders 26 15 borders/snow-n
tile borders 26 15 borders/snow-nw
tile borders 25 15 borders/snow-n
tile borders 24 15 borders/snow-ne
tile borders 24 15 borders/snow-n
tile borders 22 15 borders/snow-n
tile borders 22 15 borders/snow-nw
tile borders 21 15 borders/snow-n
tile borders 20 15 borders/snow-ne
tile borders 20 15 borders/snow-n
tile borders 14 15 borders/ice-n
tile borders 14 15 borders/ice-nw
tile borders 13 15 borders/ice-nw
tile borders 13 15 borders/ice-sw
tile borders 13 15 borders/ice-n
tile borders 3 15 borders/ice-se
tile borders 3 15 borders/ice-ne
tile borders 46 14 borders/ice-nw
tile borders 45 14 borders/ice-n
tile borders 45 14 borders/ice-nw
tile borders 40 14 borders/ice-se
tile borders 40 14 borders/ice-ne
tile borders 30 14 borders/snow-n
tile borders 30 14 borders/snow-nw
tile borders 29 14 borders/snow-n
tile borders 28 14 borders/snow-ne
tile borders 28 14 borders/snow-n
tile borders 28 14 borders/snow-nw
tile borders 27 14 borders/snow-n
tile borders 27 14 borders/snow-nw
tile borders 23 14 borders/snow-nw
tile borders 23 14 borders/snow-n
tile borders 23 14 borders/snow-ne
tile borders 19 14 borders/snow-ne
tile borders 18 14 borders/snow-n
tile borders 15 14 borders/ice-nw
tile borders 4 14 borders/ice-s
tile borders 4 14 borders/ice-se
tile borders 3 14 borders/ice-se
tile borders 46 13 borders/ice-nw
tile borders 46 13 borders/ice-sw
tile borders 40 13 borders/ice-se
tile borders 40 13 borders/ice-ne
tile borders 31 13 borders/snow-nw
tile borders 19 13 borders/snow-se
tile borders 19 13 borders/snow-ne
tile borders 19 13 borders/snow-n
tile borders 19 13 borders/snow-nw
tile borders 17 13 borders/snow-ne
tile borders 17 13 borders/snow-n
tile borders 16 13 borders/snow-ne
tile borders 16 13 borders/snow-n
tile borders 16 13 borders/snow-nw
tile borders 15 13 borders/ice-nw
tile borders 15 13 borders/ice-sw
tile borders 15 13 borders/snow-n
tile borders 14 13 borders/snow-n
tile borders 14 13 borders/snow-ne
tile borders 8 13 borders/ice-sw
tile borders 8 13 borders/ice-s
tile borders 8 13 borders/ice-se
tile borders 8 13 borders/ice-ne
tile borders 6 13 borders/ice-s
tile borders 6 13 borders/ice-se
tile borders 5 13 borders/ice-se
tile borders 5 13 borders/ice-s
tile borders 46 12 borders/ice-n
tile borders 46 12 borders/ice-nw
tile borders 46 12 borders/ice-sw
tile borders 40 12 borders/ice-se
tile borders 40 12 borders/ice-ne
tile borders 32 12 borders/snow-n
tile borders 32 12 borders/snow-nw
tile borders 31 12 borders/snow-n
tile borders 31 12 borders/snow-nw
tile borders 31 12 borders/snow-sw
tile borders 13 12 borders/snow-n
tile borders 13 12 borders/snow-ne
tile borders 12 12 borders/snow-ne
tile borders 8 12 borders/ice-se
tile borders 7 12 borders/ice-s
tile borders 47 11 borders/ice-nw
tile borders 40 11 borders/ice-se
tile borders 34 11 borders/snow-n
tile borders 34 11 borders/snow-nw
tile borders 33 11 borders/snow-n
tile borders 33 11 borders/snow-nw
tile borders 12 11 borders/ice-s
tile borders 12 11 borders/snow-se
tile borders 12 11 borders/snow-n
tile borders 12 11 borders/snow-ne
tile borders 11 11 borders/ice-sw
tile borders 11 11 borders/ice-s
tile borders 11 11 borders/ice-se
tile borders 10 11 borders/ice-s
tile borders 9 11 borders/ice-se
tile borders 9 11 borders/ice-s
tile borders 47 10 borders/ice-nw
tile borders 47 10 borders/ice-sw
tile borders 42 10 borders/ice-ne
tile borders 42 10 borders/ice-n
tile borders 42 10 borders/ice-se
tile borders 42 10 borders/ice-s
tile borders 41 10 borders/ice-s
tile borders 41 10 borders/ice-se
tile borders 35 10 borders/snow-nw
tile borders 11 10 borders/snow-ne
tile borders 11 10 borders/snow-n
tile borders 10 10 borders/snow-ne
tile borders 48 9 borders/ice-nw
tile borders 47 9 borders/ice-n
tile borders 47 9 borders/ice-nw
tile borders 47 9 borders/ice-sw
tile borders 41 9 borders/ice-n
tile borders 41 9 borders/ice-ne
tile borders 40 9 borders/ice-ne
tile borders 40 9 borders/ice-n
tile borders 35 9 borders/snow-nw
tile borders 35 9 borders/snow-sw
tile borders 28 9 borders/snow-sw
tile borders 28 9 borders/snow-s
tile borders 28 9 borders/snow-se
tile borders 26 9 borders/snow-se
tile borders 26 9 borders/snow-s
tile borders 25 9 borders/snow-sw
tile borders 25 9 borders/snow-s
tile borders 25 9 borders/snow-se
tile borders 24 9 borders/snow-sw
tile borders 24 9 borders/snow-s
tile borders 10 9 borders/snow-se
tile borders 10 9 borders/snow-ne
tile borders 48 8 borders/ice-nw
tile borders 48 8 borders/ice-sw
tile borders 39 8 borders/ice-ne
tile borders 35 8 borders/snow-sw
tile borders 34 8 borders/snow-sw
tile borders 34 8 borders/snow-s
tile borders 30 8 borders/snow-s
tile borders 30 8 borders/snow-se
tile borders 29 8 borders/snow-s
tile borders 29 8 borders/snow-se
tile borders 27 8 borders/snow-s
tile borders 23 8 borders/snow-sw
tile borders 23 8 borders/snow-s
tile borders 22 8 borders/snow-s
tile borders 21 8 borders/snow-sw
tile borders 21 8 borders/snow-s
tile borders 21 8 borders/snow-se
tile borders 20 8 borders/snow-sw
tile borders 20 8 borders/snow-s
tile borders 18 8 borders/snow-sw
tile borders 18 8 borders/snow-s
tile borders 18 8 borders/snow-se
tile borders 10 8 borders/snow-se
tile borders 48 7 borders/ice-sw
tile borders 48 7 borders/ice-nw
tile borders 39 7 borders/ice-se
tile borders 39 7 borders/ice-ne
tile borders 33 7 borders/snow-sw
tile borders 33 7 borders/snow-s
tile borders 32 7 borders/snow-s
tile borders 31 7 borders/dirt-sw
tile borders 31 7 borders/snow-s
tile borders 31 7 borders/snow-se
tile borders 31 7 borders/dirt-nw
tile borders 30 7 borders/stone-n
tile borders 30 7 borders/stone-nw
tile borders 29 7 borders/stone-n
tile borders 28 7 borders/stone-n
tile borders 28 7 borders/stone-nw
tile borders 28 7 borders/stone-ne
tile borders 27 7 borders/stone-n
tile borders 26 7 borders/stone-ne
tile borders 26 7 borders/stone-n
tile borders 19 7 borders/snow-s
tile borders 17 7 borders/snow-sw
tile borders 17 7 borders/snow-s
tile borders 16 7 borders/snow-nw
tile borders 16 7 borders/snow-sw
tile borders 16 7 borders/snow-s
tile borders 11 7 borders/snow-ne
tile borders 11 7 borders/snow-se
tile borders 11 7 borders/snow-s
tile borders 48 6 borders/ice-sw
tile borders 48 6 borders/ice-nw
tile borders 46 6 borders/ice-se
tile borders 46 6 borders/ice-ne
tile borders 46 6 borders/ice-s
tile borders 46 6 borders/ice-sw
tile borders 46 6 borders/ice-nw
tile borders 39 6 borders/ice-ne
tile borders 39 6 borders/ice-se
tile borders 31 6 borders/stone-nw
tile borders 31 6 borders/dirt-sw
tile borders 25 6 borders/stone-n
tile borders 25 6 borders/stone-ne
tile borders 24 6 borders/stone-n
tile borders 24 6 borders/stone-nw
tile borders 24 6 borders/stone-ne
tile borders 23 6 borders/stone-n
tile borders 22 6 borders/stone-ne
tile borders 22 6 borders/stone-n
tile borders 20 6 borders/stone-n
tile borders 18 6 borders/stone-n
tile borders 16 6 borders/snow-nw
tile borders 16 6 borders/snow-sw
tile borders 11 6 borders/snow-se
tile borders 11 6 borders/snow-ne
tile borders 48 5 borders/ice-sw
tile borders 46 5 borders/ice-se
tile borders 46 5 borders/ice-sw
tile borders 39 5 borders/ice-se
tile borders 39 5 borders/ice-ne
tile borders 31 5 borders/stone-nw
tile borders 31 5 borders/stone-sw
tile borders 21 5 borders/stone-n
tile borders 21 5 borders/stone-nw
tile borders 21 5 borders/stone-ne
tile borders 19 5 borders/stone-n
tile borders 19 5 borders/stone-nw
tile borders 19 5 borders/stone-ne
tile borders 17 5 borders/stone-n
tile borders 17 5 borders/stone-ne
tile borders 16 5 borders/snow-sw
tile borders 16 5 borders/stone-n
tile borders 16 5 borders/stone-ne
tile borders 12 5 borders/snow-se
tile borders 12 5 borders/snow-s
tile borders 11 5 borders/snow-se
tile borders 47 4 borders/ice-s
tile borders 45 4 borders/ice-sw
tile borders 45 4 borders/ice-s
tile borders 44 4 borders/ice-s
tile borders 44 4 borders/ice-sw
tile borders 40 4 borders/ice-se
tile borders 40 4 borders/ice-s
tile borders 39 4 borders/ice-se
tile borders 32 4 borders/stone-n
tile borders 32 4 borders/stone-nw
tile borders 31 4 borders/stone-sw
tile borders 31 4 borders/stone-nw
tile borders 31 4 borders/stone-n
tile borders 28 4 borders/stone-sw
tile borders 28 4 borders/stone-s
tile borders 28 4 borders/stone-nw
tile borders 28 4 borders/stone-se
tile borders 28 4 borders/stone-n
tile borders 28 4 borders/stone-ne
tile borders 15 4 borders/dirt-se
tile borders 15 4 borders/snow-s
tile borders 15 4 borders/snow-sw
tile borders 14 4 borders/snow-s
tile borders 13 4 borders/snow-se
tile borders 13 4 borders/snow-s
tile borders 43 3 borders/ice-s
tile borders 43 3 borders/ice-sw
tile borders 42 3 borders/ice-s
tile borders 41 3 borders/ice-se
tile borders 41 3 borders/ice-s
tile borders 34 3 borders/stone-nw
tile borders 33 3 borders/stone-n
tile borders 33 3 borders/stone-nw
tile borders 15 3 borders/stone-ne
tile borders 15 3 borders/stone-n
tile borders 15 3 borders/stone-se
tile borders 14 3 borders/stone-ne
tile borders 34 2 borders/stone-nw
tile borders 34 2 borders/stone-sw
tile borders 14 2 borders/stone-se
tile borders 14 2 borders/stone-ne
tile borders 34 1 borders/stone-sw
tile borders 34 1 borders/stone-nw
tile borders 14 1 borders/stone-se
tile borders 34 0 borders/stone-sw
tile borders 15 0 borders/stone-se
tile borders 15 0 borders/stone-ne
tile borders 15 0 borders/stone-s
tile entity 34 9 features/crate
tile entity 33 8 features/firewood1
tile entity 30 5 cliffs/concave-bl
tile entity 30 5 cliffs/concave-br
tile entity 32 4 cliffs/concave-br
tile entity 32 4 cliffs/convex-tl
tile entity 31 4 cliffs/convex-tl
tile entity 31 4 cliffs/concave-br
tile entity 29 4 cliffs/concave-bl
tile entity 29 4 cliffs/convex-tr
tile entity 28 4 cliffs/convex-tl
tile entity 28 4 cliffs/convex-tr
tile entity 27 4 cliffs/concave-bl
tile entity 27 4 cliffs/concave-br
tile entity 26 4 cliffs/concave-bl
tile entity 26 4 cliffs/convex-tr
tile entity 22 4 cliffs/concave-bl
tile entity 22 4 cliffs/concave-br
tile entity 20 4 cliffs/convex-tl
tile entity 20 4 cliffs/concave-br
tile entity 19 4 cliffs/concave-bl
tile entity 19 4 cliffs/concave-br
tile entity 18 4 cliffs/concave-bl
tile entity 18 4 cliffs/convex-tr
tile entity 33 3 cliffs/concave-r
tile entity 25 3 cliffs/concave-l
tile entity 23 3 cliffs/concave-r
tile entity 21 3 cliffs/convex-tl
tile entity 21 3 cliffs/convex-tr
tile entity 17 3 cliffs/concave-bl
tile entity 17 3 cliffs/convex-tr
tile entity 16 3 cliffs/concave-l
tile entity 33 2 cliffs/concave-r
tile entity 33 2 cliffs/convex-l
tile entity 25 2 cliffs/concave-l
tile entity 25 2 cliffs/convex-r
tile entity 23 2 cliffs/concave-r
tile entity 23 2 cliffs/convex-l
tile entity 16 2 cliffs/concave-l
tile entity 16 2 cliffs/convex-r
tile entity 33 1 cliffs/concave-r
tile entity 33 1 cliffs/convex-l
tile entity 25 1 cliffs/concave-l
tile entity 25 1 cliffs/convex-r
tile entity 23 1 cliffs/concave-r
tile entity 23 1 cliffs/convex-l
tile entity 16 1 cliffs/concave-l
tile entity 16 1 cliffs/convex-r
tile entity 32 0 cliffs/convex-bl
tile entity 32 0 cliffs/concave-tr
tile entity 25 0 cliffs/convex-r
tile entity 23 0 cliffs/convex-l
tile ceiling 28 12 trees/deadtree01
tile ceiling 23 12 trees/deadtree02
tile ceiling 18 11 trees/deadtree02
tile ceiling 32 9 trees/deadtree02
tile ceiling 11 8 trees/deadtree02
tile ceiling 30 7 trees/deadtree02
tile ceiling 17 6 trees/deadtree01
tile ceiling 14 6 trees/deadtree02
tile ceiling 16 5 trees/deadtree02

elevation 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
elevation 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
