size 40 40
tileset outdoor
visibilityRadius 6
unexplored


encounter "undeadLvl15" 16 15
encounter "undeadLvl15" 29 11
encounter "undeadLvl15" 24 19
encounter "undeadLvl15" 8 15
encounter "undeadLvl15" 4 19
encounter "undeadLvl16" 4 33
encounter "undeadLvl16" 35 10
encounter "undeadLvl16" 34 23
encounter "undeadLvl16" 31 32
encounter "undeadLvl15" 20 5
encounter "undeadLvl16" 10 29
encounter "narkel" 20 34

item 1 "narkelLvl2_door1" 17 19
tile entity 34 21 walls/wall-stone-nw-n
tile entity 34 21 features/coffin
tile entity 33 21 walls/wall-stone-nw-n
tile entity 33 21 features/coffin
tile entity 29 21 features/lantern-lit
tile entity 25 21 walls/wall-stone-ne
tile entity 21 21 walls/wall-stone-n-ne
tile entity 20 21 walls/wall-stone-n-ne
tile entity 17 21 walls/wall-stone-n-ne
tile entity 16 21 walls/wall-stone-n-ne
tile entity 9 21 walls/wall-stone-n-ne
tile entity 8 21 walls/wall-stone-n-ne
tile entity 36 20 walls/wall-stone-nw
tile entity 35 20 walls/wall-stone-nw-n
tile entity 22 20 features/coffin
tile entity 19 20 walls/wall-stone-n-ne
tile entity 18 20 walls/wall-stone-n-ne
tile entity 15 20 walls/wall-stone-n-ne
tile entity 14 20 walls/wall-stone-n-ne
tile entity 7 20 walls/wall-stone-ne
tile entity 30 19 walls/wall-stone-nw-n
tile entity 29 19 walls/wall-stone-n
tile entity 28 19 walls/wall-stone-n-ne
tile entity 21 19 features/coffin
tile entity 20 19 features/coffin
tile entity 17 19 walls/wall-stone-ne
tile entity 13 19 walls/wall-stone-ne
tile entity 32 18 walls/wall-stone-nw-n
tile entity 31 18 walls/wall-stone-nw-n
tile entity 27 18 walls/wall-stone-n-ne
tile entity 26 18 walls/wall-stone-n-ne
tile entity 26 18 features/coffin
tile entity 10 18 walls/wall-stone-n
tile entity 7 18 walls/wall-stone-n-ne
tile entity 7 18 features/lantern-lit
tile entity 6 18 walls/wall-stone-n-ne
tile entity 33 17 walls/wall-stone-nw
tile entity 25 17 walls/wall-stone-n-ne
tile entity 25 17 features/coffin
tile entity 24 17 walls/wall-stone-n-ne
tile entity 24 17 features/coffin
tile entity 20 17 walls/wall-stone-nw-n
tile entity 19 17 walls/wall-stone-nw-n
tile entity 13 17 walls/wall-stone-n-ne
tile entity 12 17 walls/wall-stone-nw-n-ne
tile entity 12 17 features/lantern
tile entity 11 17 walls/wall-stone-nw-n
tile entity 9 17 walls/wall-stone-ne
tile entity 5 17 walls/wall-stone-n-ne
tile entity 4 17 walls/wall-stone-ne
tile entity 30 16 walls/wall-stone-nw
tile entity 29 16 walls/wall-stone-n
tile entity 28 16 walls/wall-stone-n-ne
tile entity 23 16 walls/wall-stone-n-ne
tile entity 23 16 features/coffin
tile entity 22 16 walls/wall-stone-n-ne
tile entity 21 16 walls/wall-stone-nw
tile entity 18 16 features/lantern-lit
tile entity 14 16 features/lantern-lit
tile entity 34 15 walls/wall-stone-n-ne
tile entity 30 15 walls/wall-stone-nw-n
tile entity 27 15 walls/wall-stone-n-ne
tile entity 26 15 walls/wall-stone-ne
tile entity 21 15 walls/wall-stone-nw-n-ne
tile entity 21 15 features/lantern
tile entity 33 14 walls/wall-stone-n-ne
tile entity 32 14 walls/wall-stone-nw-n-ne
tile entity 31 14 walls/wall-stone-nw-n
tile entity 26 14 walls/wall-stone-nw
tile entity 25 14 walls/wall-stone-n
tile entity 24 14 walls/wall-stone-n-ne
tile entity 18 14 walls/wall-stone-n
tile entity 14 14 walls/wall-stone-n
tile entity 11 14 walls/wall-stone-n-ne
tile entity 10 14 walls/wall-stone-n-ne
tile entity 23 13 walls/wall-stone-n-ne
tile entity 22 13 walls/wall-stone-n-ne
tile entity 19 13 walls/wall-stone-nw
tile entity 17 13 walls/wall-stone-ne
tile entity 15 13 walls/wall-stone-nw
tile entity 13 13 walls/wall-stone-ne
tile entity 9 13 walls/wall-stone-ne
tile entity 8 13 walls/wall-stone-n
tile entity 33 12 features/lantern
tile entity 21 12 walls/wall-stone-n-ne
tile entity 20 12 walls/wall-stone-n-ne
tile entity 9 12 walls/wall-stone-nw
tile entity 7 12 walls/wall-stone-n-ne
tile entity 6 12 walls/wall-stone-nw-n-ne
tile entity 6 12 features/lantern
tile entity 24 11 walls/wall-stone-nw-n
tile entity 24 11 features/coffin
tile entity 23 11 walls/wall-stone-nw-n
tile entity 23 11 features/lantern
tile entity 19 11 walls/wall-stone-nw-n-ne
tile entity 19 11 features/lantern-lit
tile entity 4 11 walls/wall-stone-n-ne
tile entity 4 11 features/lantern-lit
tile entity 26 10 walls/wall-stone-nw-n
tile entity 26 10 features/coffin
tile entity 25 10 walls/wall-stone-nw-n
tile entity 25 10 features/coffin
tile entity 3 10 walls/wall-stone-ne
tile entity 2 10 walls/wall-stone-nw-n
tile entity 28 9 walls/wall-stone-nw-n
tile entity 27 9 walls/wall-stone-nw-n
tile entity 27 9 features/coffin
tile entity 13 9 walls/wall-stone-n-ne
tile entity 12 9 walls/wall-stone-n-ne
tile entity 12 9 features/coffin
tile entity 3 9 walls/wall-stone-nw
tile entity 34 8 walls/wall-stone-nw
tile entity 33 8 walls/wall-stone-nw-n
tile entity 33 8 features/lantern-lit
tile entity 29 8 walls/wall-stone-nw
tile entity 22 8 walls/wall-stone-n
tile entity 11 8 walls/wall-stone-n-ne
tile entity 11 8 features/coffin
tile entity 10 8 walls/wall-stone-n-ne
tile entity 10 8 features/coffin
tile entity 37 7 walls/wall-stone-n-ne
tile entity 36 7 walls/wall-stone-ne
tile entity 32 7 walls/wall-stone-n-ne
tile entity 32 7 features/lantern
tile entity 24 7 walls/wall-stone-nw-n
tile entity 23 7 walls/wall-stone-nw-n
tile entity 21 7 walls/wall-stone-ne
tile entity 17 7 walls/wall-stone-n-ne
tile entity 17 7 features/lantern-lit
tile entity 16 7 walls/wall-stone-n-ne
tile entity 9 7 walls/wall-stone-n-ne
tile entity 9 7 features/coffin
tile entity 8 7 walls/wall-stone-n-ne
tile entity 8 7 features/coffin
tile entity 4 7 walls/wall-stone-nw-n
tile entity 3 7 walls/wall-stone-nw-n
tile entity 36 6 walls/wall-stone-n-ne
tile entity 31 6 walls/wall-stone-n-ne
tile entity 30 6 walls/wall-stone-n-ne
tile entity 26 6 walls/wall-stone-nw-n
tile entity 25 6 walls/wall-stone-nw-n
tile entity 18 6 features/coffin
tile entity 15 6 walls/wall-stone-n-ne
tile entity 14 6 walls/wall-stone-n-ne
tile entity 7 6 walls/wall-stone-n-ne
tile entity 6 6 walls/wall-stone-nw-n-ne
tile entity 6 6 features/lantern-lit
tile entity 5 6 walls/wall-stone-nw-n
tile entity 38 5 walls/wall-stone-nw-n
tile entity 35 5 walls/wall-stone-ne
tile entity 29 5 walls/wall-stone-n-ne
tile entity 28 5 walls/wall-stone-nw-n-ne
tile entity 27 5 walls/wall-stone-nw-n
tile entity 17 5 features/coffin
tile entity 16 5 features/coffin
tile entity 13 5 walls/wall-stone-n-ne
tile entity 12 5 walls/wall-stone-n-ne
tile entity 4 5 walls/wall-stone-n-ne
tile entity 39 4 walls/wall-stone-nw
tile entity 15 4 features/coffin
tile entity 14 4 walls/wall-stone-nw-n
tile entity 14 4 features/coffin
tile entity 11 4 walls/wall-stone-n-ne
tile entity 10 4 walls/wall-stone-n-ne
tile entity 3 4 walls/wall-stone-n-ne
tile entity 2 4 walls/wall-stone-n-ne
tile entity 34 3 features/monolith4
tile entity 30 3 walls/wall-stone-n
tile entity 24 3 walls/wall-stone-nw-n
tile entity 23 3 walls/wall-stone-n
tile entity 22 3 walls/wall-stone-nw-n-ne
tile entity 22 3 features/lantern
tile entity 21 3 walls/wall-stone-n
tile entity 20 3 walls/wall-stone-nw-n-ne
tile entity 19 3 walls/wall-stone-n
tile entity 18 3 walls/wall-stone-nw-n-ne
tile entity 17 3 walls/wall-stone-n
tile entity 16 3 walls/wall-stone-nw-n-ne
tile entity 16 3 features/lantern-lit
tile entity 15 3 walls/wall-stone-nw-n
tile entity 9 3 walls/wall-stone-n-ne
tile entity 8 3 walls/wall-stone-n-ne
tile entity 1 3 walls/wall-stone-ne
tile entity 37 2 walls/wall-stone-n-ne
tile entity 36 2 walls/wall-stone-nw-n-ne
tile entity 35 2 walls/wall-stone-n
tile entity 34 2 walls/wall-stone-n-ne
tile entity 32 2 walls/wall-stone-nw-n
tile entity 31 2 walls/wall-stone-nw-n
tile entity 29 2 walls/wall-stone-n-ne
tile entity 28 2 walls/wall-stone-n-ne
tile entity 26 2 walls/wall-stone-nw-n
tile entity 25 2 walls/wall-stone-nw-n
tile entity 7 2 walls/wall-stone-n-ne
tile entity 6 2 walls/wall-stone-n-ne
tile entity 4 2 walls/wall-stone-n
tile entity 1 2 walls/wall-stone-n-ne
tile entity 33 1 walls/wall-stone-nw-n-ne
tile entity 33 1 features/lantern-lit
tile entity 27 1 walls/wall-stone-nw-n-ne
tile entity 5 1 walls/wall-stone-nw-n-ne
tile entity 5 1 features/lantern-lit
tile entity 3 1 walls/wall-stone-n-ne
tile entity 2 1 walls/wall-stone-n-ne
tile ceiling 6 38 ceiling/wall-stone-se-s
tile ceiling 5 38 ceiling/wall-stone-se-s-sw
tile ceiling 4 38 ceiling/wall-stone-s-sw
tile ceiling 32 37 ceiling/wall-stone-se-s-sw
tile ceiling 20 37 ceiling/wall-stone-se-s-sw
tile ceiling 8 37 ceiling/wall-stone-se-s
tile ceiling 7 37 ceiling/wall-stone-se-s
tile ceiling 3 37 ceiling/wall-stone-s-sw
tile ceiling 2 37 ceiling/wall-stone-s-sw-nw
tile ceiling 0 37 ceiling/wall-stone-ne-se2
tile ceiling 34 36 ceiling/wall-stone-se-s
tile ceiling 33 36 ceiling/wall-stone-se-s
tile ceiling 31 36 ceiling/wall-stone-s-sw
tile ceiling 30 36 ceiling/wall-stone-s-sw
tile ceiling 22 36 ceiling/wall-stone-se-s
tile ceiling 21 36 ceiling/wall-stone-se-s
tile ceiling 19 36 ceiling/wall-stone-s-sw
tile ceiling 18 36 ceiling/wall-stone-s-sw
tile ceiling 10 36 ceiling/wall-stone-se-s
tile ceiling 9 36 ceiling/wall-stone-se-s
tile ceiling 2 36 ceiling/wall-stone-sw-ne2
tile ceiling 2 36 ceiling/wall-stone-sw-ne
tile ceiling 0 36 ceiling/wall-stone-ne-se2
tile ceiling 0 36 ceiling/wall-stone-ne-se
tile ceiling 36 35 ceiling/wall-stone-se-s
tile ceiling 35 35 ceiling/wall-stone-se-s
tile ceiling 33 35 ceiling/wall-stone-sw2
tile ceiling 32 35 ceiling/wall-stone-s
tile ceiling 31 35 ceiling/wall-stone-se2
tile ceiling 29 35 ceiling/wall-stone-s-sw-nw
tile ceiling 24 35 ceiling/wall-stone-se-s
tile ceiling 23 35 ceiling/wall-stone-se-s
tile ceiling 17 35 ceiling/wall-stone-s-sw
tile ceiling 16 35 ceiling/wall-stone-s-sw
tile ceiling 12 35 ceiling/wall-stone-ne-se-s
tile ceiling 11 35 ceiling/wall-stone-se-s
tile ceiling 8 35 ceiling/wall-stone-sw-ne2
tile ceiling 4 35 ceiling/wall-stone-se-s
tile ceiling 3 35 ceiling/wall-stone-se2
tile ceiling 2 35 ceiling/wall-stone-sw-ne2
tile ceiling 2 35 ceiling/wall-stone-sw-ne
tile ceiling 0 35 ceiling/wall-stone-ne-se2
tile ceiling 0 35 ceiling/wall-stone-ne-se
tile ceiling 39 34 ceiling/wall-stone-sw-ne2
tile ceiling 37 34 ceiling/wall-stone-ne-se-s
tile ceiling 35 34 ceiling/wall-stone-sw2
tile ceiling 34 34 ceiling/wall-stone-s
tile ceiling 33 34 ceiling/wall-stone-se2
tile ceiling 31 34 ceiling/wall-stone-sw2
tile ceiling 30 34 ceiling/wall-stone-s
tile ceiling 29 34 ceiling/wall-stone-sw-ne
tile ceiling 29 34 ceiling/wall-stone-se2
tile ceiling 26 34 ceiling/wall-stone-ne-se-s
tile ceiling 25 34 ceiling/wall-stone-se-s
tile ceiling 15 34 ceiling/wall-stone-s-sw
tile ceiling 14 34 ceiling/wall-stone-s-sw-nw
tile ceiling 12 34 ceiling/wall-stone-ne-se2
tile ceiling 12 34 ceiling/wall-stone-ne-se
tile ceiling 8 34 ceiling/wall-stone-sw
tile ceiling 5 34 ceiling/wall-stone-ne-se-s
tile ceiling 2 34 ceiling/wall-stone-sw-ne2
tile ceiling 2 34 ceiling/wall-stone-sw-ne
tile ceiling 0 34 ceiling/wall-stone-ne-se2
tile ceiling 0 34 ceiling/wall-stone-ne-se
tile ceiling 39 33 ceiling/wall-stone-sw-ne2
tile ceiling 39 33 ceiling/wall-stone-sw-ne
tile ceiling 37 33 ceiling/wall-stone-sw2
tile ceiling 37 33 ceiling/wall-stone-ne-se
tile ceiling 36 33 ceiling/wall-stone-s
tile ceiling 35 33 ceiling/wall-stone-se2
tile ceiling 33 33 ceiling/wall-stone-sw2
tile ceiling 32 33 ceiling/wall-stone-s
tile ceiling 31 33 ceiling/wall-stone-se2
tile ceiling 29 33 ceiling/wall-stone-sw-ne2
tile ceiling 29 33 ceiling/wall-stone-sw-ne
tile ceiling 26 33 ceiling/wall-stone-ne-se
tile ceiling 14 33 ceiling/wall-stone-sw-ne2
tile ceiling 14 33 ceiling/wall-stone-sw-ne
tile ceiling 12 33 ceiling/wall-stone-ne-se2
tile ceiling 12 33 ceiling/wall-stone-ne-se
tile ceiling 7 33 ceiling/wall-stone-s-sw
tile ceiling 6 33 ceiling/wall-stone-s
tile ceiling 5 33 ceiling/wall-stone-se
tile ceiling 2 33 ceiling/wall-stone-sw-ne2
tile ceiling 2 33 ceiling/wall-stone-sw-ne
tile ceiling 0 33 ceiling/wall-stone-ne-se2
tile ceiling 0 33 ceiling/wall-stone-ne-se
tile ceiling 39 32 ceiling/wall-stone-sw-ne2
tile ceiling 39 32 ceiling/wall-stone-sw-ne
tile ceiling 37 32 ceiling/wall-stone-ne-se
tile ceiling 35 32 ceiling/wall-stone-sw2
tile ceiling 34 32 ceiling/wall-stone-s
tile ceiling 33 32 ceiling/wall-stone-se2
tile ceiling 31 32 ceiling/wall-stone-sw2
tile ceiling 30 32 ceiling/wall-stone-s
tile ceiling 29 32 ceiling/wall-stone-sw-ne2
tile ceiling 29 32 ceiling/wall-stone-se2
tile ceiling 29 32 ceiling/wall-stone-sw-ne
tile ceiling 26 32 ceiling/wall-stone-ne-se2
tile ceiling 26 32 ceiling/wall-stone-ne-se
tile ceiling 14 32 ceiling/wall-stone-sw-ne2
tile ceiling 14 32 ceiling/wall-stone-sw-ne
tile ceiling 12 32 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 12 32 ceiling/wall-stone-se
tile ceiling 2 32 ceiling/wall-stone-sw-ne2
tile ceiling 2 32 ceiling/wall-stone-sw-ne
tile ceiling 0 32 ceiling/wall-stone-ne-se2
tile ceiling 0 32 ceiling/wall-stone-ne-se
tile ceiling 39 31 ceiling/wall-stone-sw-ne2
tile ceiling 39 31 ceiling/wall-stone-sw-ne
tile ceiling 37 31 ceiling/wall-stone-sw2
tile ceiling 37 31 ceiling/wall-stone-ne-se
tile ceiling 36 31 ceiling/wall-stone-s
tile ceiling 35 31 ceiling/wall-stone-se2
tile ceiling 33 31 ceiling/wall-stone-sw2
tile ceiling 32 31 ceiling/wall-stone-s
tile ceiling 31 31 ceiling/wall-stone-se2
tile ceiling 29 31 ceiling/wall-stone-sw-ne2
tile ceiling 29 31 ceiling/wall-stone-sw-ne
tile ceiling 26 31 ceiling/wall-stone-ne-se2
tile ceiling 26 31 ceiling/wall-stone-ne-se
tile ceiling 14 31 ceiling/wall-stone-sw-ne2
tile ceiling 14 31 ceiling/wall-stone-sw-ne
tile ceiling 10 31 ceiling/wall-stone-se-s
tile ceiling 9 31 ceiling/wall-stone-se2
tile ceiling 2 31 ceiling/wall-stone-sw-ne2
tile ceiling 2 31 ceiling/wall-stone-sw-ne
tile ceiling 0 31 ceiling/wall-stone-ne-se2
tile ceiling 0 31 ceiling/wall-stone-ne-se
tile ceiling 39 30 ceiling/wall-stone-sw-ne2
tile ceiling 39 30 ceiling/wall-stone-sw-ne
tile ceiling 37 30 ceiling/wall-stone-ne-se2
tile ceiling 37 30 ceiling/wall-stone-ne-se
tile ceiling 35 30 ceiling/wall-stone-sw-ne2
tile ceiling 33 30 ceiling/wall-stone-ne-se2
tile ceiling 31 30 ceiling/wall-stone-sw2
tile ceiling 30 30 ceiling/wall-stone-s
tile ceiling 29 30 ceiling/wall-stone-sw-ne2
tile ceiling 29 30 ceiling/wall-stone-se2
tile ceiling 29 30 ceiling/wall-stone-sw-ne
tile ceiling 26 30 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 26 30 ceiling/wall-stone-se
tile ceiling 14 30 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 14 30 ceiling/wall-stone-sw
tile ceiling 12 30 ceiling/wall-stone-ne-se-s
tile ceiling 11 30 ceiling/wall-stone-se-s
tile ceiling 9 30 ceiling/wall-stone-sw2
tile ceiling 8 30 ceiling/wall-stone-s-sw
tile ceiling 2 30 ceiling/wall-stone-sw-ne2
tile ceiling 2 30 ceiling/wall-stone-sw-ne
tile ceiling 0 30 ceiling/wall-stone-ne-se2
tile ceiling 0 30 ceiling/wall-stone-ne-se
tile ceiling 39 29 ceiling/wall-stone-sw-ne2
tile ceiling 39 29 ceiling/wall-stone-sw-ne
tile ceiling 37 29 ceiling/wall-stone-ne-se2
tile ceiling 37 29 ceiling/wall-stone-ne-se
tile ceiling 35 29 ceiling/wall-stone-sw-ne2
tile ceiling 35 29 ceiling/wall-stone-sw-ne
tile ceiling 33 29 ceiling/wall-stone-sw2
tile ceiling 33 29 ceiling/wall-stone-ne-se
tile ceiling 32 29 ceiling/wall-stone-s
tile ceiling 31 29 ceiling/wall-stone-se2
tile ceiling 29 29 ceiling/wall-stone-sw-ne
tile ceiling 12 29 ceiling/wall-stone-se2
tile ceiling 12 29 ceiling/wall-stone-se
tile ceiling 7 29 ceiling/wall-stone-s-sw
tile ceiling 6 29 ceiling/wall-stone-s-sw-nw
tile ceiling 4 29 ceiling/wall-stone-ne-se2
tile ceiling 2 29 ceiling/wall-stone-sw-ne2
tile ceiling 2 29 ceiling/wall-stone-sw-ne
tile ceiling 0 29 ceiling/wall-stone-ne-se2
tile ceiling 0 29 ceiling/wall-stone-ne-se
tile ceiling 39 28 ceiling/wall-stone-sw-ne2
tile ceiling 39 28 ceiling/wall-stone-sw-ne
tile ceiling 37 28 ceiling/wall-stone-ne-se2
tile ceiling 37 28 ceiling/wall-stone-ne-se
tile ceiling 35 28 ceiling/wall-stone-sw-ne2
tile ceiling 35 28 ceiling/wall-stone-sw-ne
tile ceiling 33 28 ceiling/wall-stone-ne-se
tile ceiling 31 28 ceiling/wall-stone-sw2
tile ceiling 30 28 ceiling/wall-stone-s
tile ceiling 29 28 ceiling/wall-stone-sw-ne
tile ceiling 29 28 ceiling/wall-stone-se2
tile ceiling 14 28 ceiling/wall-stone-se-s
tile ceiling 13 28 ceiling/wall-stone-se-s
tile ceiling 6 28 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 6 28 ceiling/wall-stone-sw
tile ceiling 4 28 ceiling/wall-stone-ne-se2
tile ceiling 4 28 ceiling/wall-stone-ne-se
tile ceiling 2 28 ceiling/wall-stone-sw-ne2
tile ceiling 2 28 ceiling/wall-stone-sw-ne
tile ceiling 0 28 ceiling/wall-stone-ne-se2
tile ceiling 0 28 ceiling/wall-stone-ne-se
tile ceiling 39 27 ceiling/wall-stone-sw-ne2
tile ceiling 39 27 ceiling/wall-stone-sw-ne
tile ceiling 37 27 ceiling/wall-stone-ne-se2
tile ceiling 37 27 ceiling/wall-stone-ne-se
tile ceiling 35 27 ceiling/wall-stone-sw-ne2
tile ceiling 35 27 ceiling/wall-stone-sw-ne
tile ceiling 33 27 ceiling/wall-stone-sw
tile ceiling 33 27 ceiling/wall-stone-sw2
tile ceiling 33 27 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 33 27 ceiling/wall-stone-se
tile ceiling 32 27 ceiling/wall-stone-s
tile ceiling 31 27 ceiling/wall-stone-se2
tile ceiling 29 27 ceiling/wall-stone-sw-ne
tile ceiling 26 27 ceiling/wall-stone-se-s
tile ceiling 25 27 ceiling/wall-stone-se-s-sw
tile ceiling 24 27 ceiling/wall-stone-s-sw
tile ceiling 16 27 ceiling/wall-stone-se-s
tile ceiling 15 27 ceiling/wall-stone-se-s
tile ceiling 4 27 ceiling/wall-stone-se2
tile ceiling 4 27 ceiling/wall-stone-se
tile ceiling 2 27 ceiling/wall-stone-sw-ne2
tile ceiling 2 27 ceiling/wall-stone-sw-ne
tile ceiling 0 27 ceiling/wall-stone-ne-se2
tile ceiling 0 27 ceiling/wall-stone-ne-se
tile ceiling 39 26 ceiling/wall-stone-sw-ne2
tile ceiling 39 26 ceiling/wall-stone-sw-ne
tile ceiling 37 26 ceiling/wall-stone-ne-se2
tile ceiling 37 26 ceiling/wall-stone-ne-se
tile ceiling 35 26 ceiling/wall-stone-sw2
tile ceiling 35 26 ceiling/wall-stone-sw
tile ceiling 34 26 ceiling/wall-stone-s-sw
tile ceiling 31 26 ceiling/wall-stone-sw
tile ceiling 31 26 ceiling/wall-stone-sw2
tile ceiling 30 26 ceiling/wall-stone-s
tile ceiling 29 26 ceiling/wall-stone-se2
tile ceiling 29 26 ceiling/wall-stone-sw
tile ceiling 28 26 ceiling/wall-stone-s
tile ceiling 27 26 ceiling/wall-stone-se-s
tile ceiling 23 26 ceiling/wall-stone-s-sw-nw
tile ceiling 21 26 ceiling/wall-stone-ne-se2
tile ceiling 19 26 ceiling/wall-stone-sw-ne2
tile ceiling 17 26 ceiling/wall-stone-ne-se-s
tile ceiling 14 26 ceiling/wall-stone-sw-ne2
tile ceiling 12 26 ceiling/wall-stone-ne-se2
tile ceiling 6 26 ceiling/wall-stone-se-s
tile ceiling 5 26 ceiling/wall-stone-se-s
tile ceiling 2 26 ceiling/wall-stone-sw-ne2
tile ceiling 2 26 ceiling/wall-stone-sw-ne
tile ceiling 0 26 ceiling/wall-stone-ne-se2
tile ceiling 0 26 ceiling/wall-stone-ne-se
tile ceiling 39 25 ceiling/wall-stone-sw-ne2
tile ceiling 39 25 ceiling/wall-stone-sw-ne
tile ceiling 37 25 ceiling/wall-stone-ne-se2
tile ceiling 37 25 ceiling/wall-stone-ne-se
tile ceiling 33 25 ceiling/wall-stone-s-sw
tile ceiling 32 25 ceiling/wall-stone-s-sw
tile ceiling 23 25 ceiling/wall-stone-sw-ne2
tile ceiling 23 25 ceiling/wall-stone-sw-ne
tile ceiling 21 25 ceiling/wall-stone-ne-se2
tile ceiling 21 25 ceiling/wall-stone-ne-se
tile ceiling 19 25 ceiling/wall-stone-sw-ne2
tile ceiling 19 25 ceiling/wall-stone-sw-ne
tile ceiling 17 25 ceiling/wall-stone-ne-se2
tile ceiling 17 25 ceiling/wall-stone-ne-se
tile ceiling 14 25 ceiling/wall-stone-sw-ne2
tile ceiling 14 25 ceiling/wall-stone-sw-ne
tile ceiling 12 25 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 12 25 ceiling/wall-stone-se
tile ceiling 8 25 ceiling/wall-stone-se-s
tile ceiling 7 25 ceiling/wall-stone-se-s
tile ceiling 2 25 ceiling/wall-stone-sw-ne2
tile ceiling 2 25 ceiling/wall-stone-sw-ne
tile ceiling 0 25 ceiling/wall-stone-ne-se2
tile ceiling 0 25 ceiling/wall-stone-ne-se
tile ceiling 39 24 ceiling/wall-stone-sw-ne2
tile ceiling 39 24 ceiling/wall-stone-sw-ne
tile ceiling 37 24 ceiling/wall-stone-ne-se2
tile ceiling 37 24 ceiling/wall-stone-ne-se
tile ceiling 31 24 ceiling/wall-stone-s-sw
tile ceiling 30 24 ceiling/wall-stone-s-sw-nw
tile ceiling 28 24 ceiling/wall-stone-ne-se2
tile ceiling 23 24 ceiling/wall-stone-sw-ne2
tile ceiling 23 24 ceiling/wall-stone-sw-ne
tile ceiling 21 24 ceiling/wall-stone-ne-se2
tile ceiling 21 24 ceiling/wall-stone-ne-se
tile ceiling 19 24 ceiling/wall-stone-sw-ne2
tile ceiling 19 24 ceiling/wall-stone-sw-ne
tile ceiling 17 24 ceiling/wall-stone-ne-se2
tile ceiling 17 24 ceiling/wall-stone-ne-se
tile ceiling 14 24 ceiling/wall-stone-sw-ne2
tile ceiling 14 24 ceiling/wall-stone-sw-ne
tile ceiling 10 24 ceiling/wall-stone-se-s
tile ceiling 9 24 ceiling/wall-stone-se-s
tile ceiling 2 24 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 2 24 ceiling/wall-stone-sw
tile ceiling 0 24 ceiling/wall-stone-ne-se2
tile ceiling 0 24 ceiling/wall-stone-ne-se
tile ceiling 39 23 ceiling/wall-stone-sw-ne2
tile ceiling 39 23 ceiling/wall-stone-sw-ne
tile ceiling 37 23 ceiling/wall-stone-ne-se2
tile ceiling 37 23 ceiling/wall-stone-ne-se
tile ceiling 30 23 ceiling/wall-stone-s-sw-ne-n-fg
tile ceiling 30 23 ceiling/wall-stone-sw
tile ceiling 28 23 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 28 23 ceiling/wall-stone-se
tile ceiling 23 23 ceiling/wall-stone-sw-ne2
tile ceiling 23 23 ceiling/wall-stone-sw-ne
tile ceiling 21 23 ceiling/wall-stone-ne-se2
tile ceiling 21 23 ceiling/wall-stone-ne-se
tile ceiling 19 23 ceiling/wall-stone-sw-ne2
tile ceiling 19 23 ceiling/wall-stone-sw-ne
tile ceiling 17 23 ceiling/wall-stone-ne-se2
tile ceiling 17 23 ceiling/wall-stone-ne-se
tile ceiling 14 23 ceiling/wall-stone-sw-ne2
tile ceiling 14 23 ceiling/wall-stone-sw-ne
tile ceiling 12 23 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 12 23 ceiling/wall-stone-se-s
tile ceiling 11 23 ceiling/wall-stone-se-s
tile ceiling 0 23 ceiling/wall-stone-ne-se2
tile ceiling 0 23 ceiling/wall-stone-ne-se
tile ceiling 39 22 ceiling/wall-stone-sw-ne2
tile ceiling 39 22 ceiling/wall-stone-sw-ne
tile ceiling 37 22 ceiling/wall-stone-ne-se2
tile ceiling 37 22 ceiling/wall-stone-ne-se
tile ceiling 23 22 ceiling/wall-stone-sw-ne2
tile ceiling 23 22 ceiling/wall-stone-sw-ne
tile ceiling 21 22 ceiling/wall-stone-ne-se2
tile ceiling 21 22 ceiling/wall-stone-ne-se
tile ceiling 19 22 ceiling/wall-stone-sw-ne2
tile ceiling 19 22 ceiling/wall-stone-sw-ne
tile ceiling 17 22 ceiling/wall-stone-ne-se2
tile ceiling 17 22 ceiling/wall-stone-ne-se
tile ceiling 14 22 ceiling/wall-stone-sw2
tile ceiling 14 22 ceiling/wall-stone-sw
tile ceiling 2 22 ceiling/wall-stone-se-s-sw
tile ceiling 2 22 ceiling/wall-stone-se-s-sw-nw
tile ceiling 0 22 ceiling/wall-stone-ne-se2
tile ceiling 0 22 ceiling/wall-stone-ne-se
tile ceiling 39 21 ceiling/wall-stone-sw-ne2
tile ceiling 39 21 ceiling/wall-stone-sw-ne
tile ceiling 37 21 ceiling/wall-stone-ne-se2
tile ceiling 37 21 ceiling/wall-stone-ne-se
tile ceiling 30 21 ceiling/wall-stone-se-s
tile ceiling 29 21 ceiling/wall-stone-se-s-sw
tile ceiling 28 21 ceiling/wall-stone-s-sw
tile ceiling 23 21 ceiling/wall-stone-sw-ne2
tile ceiling 23 21 ceiling/wall-stone-sw-ne
tile ceiling 21 21 ceiling/wall-stone-n-ne-se-s-fg
tile ceiling 21 21 ceiling/wall-stone-se
tile ceiling 19 21 ceiling/wall-stone-sw-ne2
