size 30 65
tileset outdoor
visibilityRadius 8
unexplored


encounter "demonsLvl20" 18 56
encounter "demonsLvl20" 18 47
encounter "demonsLvl20" 5 39
encounter "demonsLvl20" 14 37
encounter "demonsLvl20" 23 37
encounter "demonsLvl20" 22 22
encounter "demonsLvl20" 6 17
encounter "demonsLvl20" 19 9

item 1 "chest_exceptional" 14 56
tile base 1 0 base/snow1
tile base 0 0 base/snow1
tile borders 22 1 borders/snow-se
tile borders 22 1 borders/snow-s
tile borders 22 1 borders/snow-sw
tile borders 23 0 borders/snow-s
tile borders 23 0 borders/snow-se
tile borders 23 0 borders/snow-ne
tile borders 21 0 borders/snow-s
tile borders 21 0 borders/snow-sw
tile borders 21 0 borders/snow-nw
tile entity 23 64 cliffs/concave-r
tile entity 12 64 cliffs/convex-l
tile entity 12 64 cliffs/convex-tl
tile entity 12 64 cliffs/concave-br
tile entity 8 64 cliffs/concave-l
tile entity 8 64 cliffs/convex-r
tile entity 7 64 cliffs/concave-l
tile entity 3 64 cliffs/concave-r
tile entity 24 63 cliffs/concave-br
tile entity 24 63 cliffs/convex-tl
tile entity 23 63 cliffs/concave-br
tile entity 23 63 cliffs/convex-l
tile entity 23 63 cliffs/convex-tl
tile entity 20 63 cliffs/concave-br
tile entity 20 63 cliffs/concave-bl
tile entity 18 63 cliffs/concave-br
tile entity 18 63 cliffs/convex-tl
tile entity 17 63 cliffs/concave-br
tile entity 17 63 cliffs/concave-bl
tile entity 16 63 cliffs/convex-tl
tile entity 16 63 cliffs/convex-tr
tile entity 15 63 cliffs/concave-br
tile entity 15 63 cliffs/concave-bl
tile entity 14 63 cliffs/convex-tr
tile entity 14 63 cliffs/concave-bl
tile entity 13 63 cliffs/concave-r
tile entity 8 63 cliffs/concave-tl
tile entity 7 63 cliffs/concave-l
tile entity 7 63 cliffs/convex-r
tile entity 4 63 cliffs/concave-r
tile entity 3 63 cliffs/concave-br
tile entity 3 63 cliffs/convex-l
tile entity 3 63 cliffs/convex-tl
tile entity 2 63 cliffs/concave-br
tile entity 2 63 cliffs/convex-tl
tile entity 1 63 cliffs/concave-br
tile entity 1 63 cliffs/concave-bl
tile entity 0 63 cliffs/concave-l
tile entity 26 62 cliffs/concave-r
tile entity 25 62 cliffs/concave-br
tile entity 25 62 cliffs/convex-tl
tile entity 22 62 cliffs/concave-r
tile entity 21 62 cliffs/concave-br
tile entity 21 62 cliffs/convex-tl
tile entity 19 62 cliffs/convex-tl
tile entity 19 62 cliffs/convex-tr
tile entity 13 62 cliffs/convex-l
tile entity 13 62 cliffs/convex-tl
tile entity 13 62 cliffs/convex-tr
tile entity 10 62 cliffs/concave-l
tile entity 10 62 cliffs/convex-br
tile entity 10 62 cliffs/convex-r
tile entity 9 62 cliffs/concave-tl
tile entity 9 62 cliffs/convex-br
tile entity 8 62 cliffs/concave-tl
tile entity 8 62 cliffs/convex-br
tile entity 7 62 cliffs/concave-tl
tile entity 4 62 cliffs/concave-r
tile entity 4 62 cliffs/convex-l
tile entity 3 62 cliffs/concave-r
tile entity 0 62 cliffs/concave-l
tile entity 0 62 cliffs/convex-r
tile entity 26 61 cliffs/concave-br
tile entity 26 61 cliffs/convex-l
tile entity 26 61 cliffs/convex-tl
tile entity 24 61 cliffs/concave-br
tile entity 24 61 cliffs/concave-bl
tile entity 22 61 cliffs/concave-br
tile entity 22 61 cliffs/convex-l
tile entity 22 61 cliffs/convex-tl
tile entity 12 61 cliffs/concave-tl
tile entity 12 61 cliffs/convex-bl
tile entity 12 61 cliffs/convex-br
tile entity 10 61 cliffs/concave-tl
tile entity 9 61 cliffs/concave-l
tile entity 9 61 cliffs/convex-br
tile entity 9 61 cliffs/convex-r
tile entity 4 61 cliffs/concave-r
tile entity 4 61 cliffs/convex-l
tile entity 3 61 cliffs/concave-r
tile entity 3 61 cliffs/convex-l
tile entity 0 61 cliffs/concave-l
tile entity 0 61 cliffs/convex-r
tile entity 28 60 cliffs/concave-r
tile entity 27 60 cliffs/concave-br
tile entity 27 60 cliffs/convex-tl
tile entity 26 60 cliffs/concave-r
tile entity 25 60 cliffs/concave-br
tile entity 25 60 cliffs/convex-tl
tile entity 23 60 cliffs/convex-tl
tile entity 23 60 cliffs/convex-tr
tile entity 18 60 cliffs/concave-tl
tile entity 18 60 cliffs/convex-bl
tile entity 18 60 cliffs/convex-br
tile entity 16 60 cliffs/concave-tl
tile entity 16 60 cliffs/convex-bl
tile entity 16 60 cliffs/convex-br
tile entity 14 60 cliffs/concave-tl
tile entity 14 60 cliffs/convex-br
tile entity 13 60 cliffs/concave-tl
tile entity 13 60 cliffs/convex-br
tile entity 11 60 cliffs/concave-tr
tile entity 10 60 cliffs/concave-tl
tile entity 10 60 cliffs/convex-br
tile entity 9 60 cliffs/concave-tl
tile entity 4 60 cliffs/concave-r
tile entity 4 60 cliffs/convex-l
tile entity 3 60 cliffs/concave-r
tile entity 3 60 cliffs/convex-l
tile entity 0 60 cliffs/concave-l
tile entity 0 60 cliffs/convex-r
tile entity 28 59 cliffs/concave-r
tile entity 28 59 cliffs/convex-l
tile entity 26 59 cliffs/concave-br
tile entity 26 59 cliffs/convex-l
tile entity 26 59 cliffs/convex-tl
tile entity 20 59 cliffs/concave-tl
tile entity 20 59 cliffs/convex-br
tile entity 19 59 cliffs/concave-tl
tile entity 19 59 cliffs/convex-br
tile entity 17 59 cliffs/concave-tr
tile entity 16 59 cliffs/concave-tl
tile entity 16 59 cliffs/convex-bl
tile entity 16 59 cliffs/convex-br
tile entity 15 59 cliffs/concave-tr
tile entity 14 59 cliffs/concave-tl
tile entity 14 59 cliffs/convex-br
tile entity 13 59 cliffs/concave-tl
tile entity 13 59 cliffs/convex-bl
tile entity 13 59 cliffs/convex-br
tile entity 12 59 cliffs/concave-tr
tile entity 11 59 cliffs/concave-tl
tile entity 11 59 cliffs/convex-br
tile entity 2 59 cliffs/convex-bl
tile entity 2 59 cliffs/concave-tr
tile entity 0 59 cliffs/concave-tl
tile entity 28 58 cliffs/convex-l
tile entity 28 58 cliffs/convex-tl
tile entity 28 58 cliffs/concave-br
tile entity 27 58 cliffs/concave-r
tile entity 22 58 cliffs/concave-tl
tile entity 22 58 cliffs/convex-br
tile entity 21 58 cliffs/concave-tl
tile entity 21 58 cliffs/convex-br
tile entity 20 58 cliffs/concave-tl
tile entity 20 58 cliffs/convex-bl
tile entity 20 58 cliffs/convex-br
tile entity 18 58 cliffs/concave-tl
tile entity 18 58 cliffs/convex-br
tile entity 17 58 cliffs/concave-tl
tile entity 17 58 cliffs/convex-br
tile entity 15 58 cliffs/concave-tr
tile entity 3 58 cliffs/concave-r
tile entity 3 58 cliffs/convex-bl
tile entity 3 58 cliffs/convex-l
tile entity 3 58 cliffs/concave-tr
tile entity 1 58 cliffs/concave-tr
tile entity 29 57 cliffs/convex-tl
tile entity 28 57 cliffs/concave-br
tile entity 28 57 cliffs/convex-tl
tile entity 27 57 cliffs/concave-br
tile entity 27 57 cliffs/convex-l
tile entity 27 57 cliffs/convex-tl
tile entity 24 57 cliffs/concave-l
tile entity 24 57 cliffs/convex-br
tile entity 24 57 cliffs/convex-r
tile entity 23 57 cliffs/concave-tl
tile entity 23 57 cliffs/convex-br
tile entity 22 57 cliffs/concave-tl
tile entity 22 57 cliffs/convex-br
tile entity 21 57 cliffs/concave-tl
tile entity 21 57 cliffs/convex-br
tile entity 19 57 cliffs/concave-tr
tile entity 12 57 cliffs/concave-br
tile entity 12 57 cliffs/convex-tl
tile entity 11 57 cliffs/concave-br
tile entity 11 57 cliffs/concave-bl
tile entity 10 57 cliffs/convex-tr
tile entity 10 57 cliffs/concave-bl
tile entity 3 57 cliffs/concave-r
tile entity 3 57 cliffs/convex-l
tile entity 29 56 cliffs/convex-tl
tile entity 24 56 cliffs/concave-tl
tile entity 23 56 cliffs/concave-l
tile entity 23 56 cliffs/convex-br
tile entity 23 56 cliffs/convex-r
tile entity 13 56 cliffs/concave-r
tile entity 12 56 cliffs/concave-r
tile entity 11 56 cliffs/concave-br
tile entity 11 56 cliffs/concave-bl
tile entity 10 56 cliffs/concave-l
tile entity 9 56 cliffs/concave-l
tile entity 3 56 cliffs/concave-r
tile entity 3 56 cliffs/convex-l
tile entity 25 55 cliffs/concave-l
tile entity 25 55 cliffs/convex-br
tile entity 25 55 cliffs/convex-r
tile entity 24 55 cliffs/concave-l
tile entity 24 55 cliffs/convex-br
tile entity 24 55 cliffs/convex-r
tile entity 23 55 cliffs/concave-tl
tile entity 14 55 cliffs/concave-br
tile entity 14 55 cliffs/concave-bl
tile entity 13 55 cliffs/concave-r
tile entity 13 55 cliffs/convex-l
tile entity 12 55 cliffs/concave-r
tile entity 12 55 cliffs/convex-l
tile entity 10 55 cliffs/concave-l
tile entity 10 55 cliffs/convex-r
tile entity 9 55 cliffs/concave-l
tile entity 9 55 cliffs/convex-r
tile entity 8 55 cliffs/concave-br
tile entity 8 55 cliffs/convex-tl
tile entity 7 55 cliffs/concave-br
tile entity 7 55 cliffs/concave-bl
tile entity 6 55 cliffs/convex-tr
tile entity 6 55 cliffs/concave-bl
tile entity 4 55 cliffs/concave-br
tile entity 4 55 cliffs/concave-bl
tile entity 3 55 cliffs/concave-r
tile entity 3 55 cliffs/convex-l
tile entity 26 54 cliffs/concave-tl
tile entity 26 54 cliffs/convex-br
tile entity 25 54 cliffs/concave-tl
tile entity 24 54 cliffs/concave-tl
tile entity 18 54 cliffs/concave-br
tile entity 18 54 cliffs/concave-bl
tile entity 16 54 cliffs/concave-br
tile entity 16 54 cliffs/convex-tl
tile entity 15 54 cliffs/concave-br
tile entity 15 54 cliffs/convex-tl
tile entity 14 54 cliffs/concave-br
tile entity 14 54 cliffs/concave-bl
tile entity 13 54 cliffs/convex-l
tile entity 13 54 cliffs/convex-tl
tile entity 13 54 cliffs/convex-tr
tile entity 12 54 cliffs/convex-l
tile entity 12 54 cliffs/convex-tl
tile entity 12 54 cliffs/concave-br
tile entity 10 54 cliffs/concave-bl
tile entity 10 54 cliffs/convex-r
tile entity 10 54 cliffs/convex-tr
tile entity 9 54 cliffs/convex-r
tile entity 9 54 cliffs/convex-tl
tile entity 9 54 cliffs/convex-tr
tile entity 8 54 cliffs/concave-br
tile entity 8 54 cliffs/convex-tl
tile entity 7 54 cliffs/concave-br
tile entity 7 54 cliffs/concave-bl
tile entity 6 54 cliffs/concave-l
tile entity 5 54 cliffs/convex-tl
tile entity 5 54 cliffs/convex-tr
tile entity 3 54 cliffs/convex-l
tile entity 3 54 cliffs/convex-tl
tile entity 3 54 cliffs/convex-tr
tile entity 27 53 cliffs/concave-l
tile entity 27 53 cliffs/convex-br
tile entity 27 53 cliffs/convex-r
tile entity 25 53 cliffs/concave-l
tile entity 25 53 cliffs/convex-br
tile entity 25 53 cliffs/convex-r
tile entity 20 53 cliffs/concave-r
tile entity 19 53 cliffs/concave-br
tile entity 19 53 cliffs/convex-tl
tile entity 18 53 cliffs/concave-br
tile entity 18 53 cliffs/concave-bl
tile entity 17 53 cliffs/convex-tl
tile entity 17 53 cliffs/convex-tr
tile entity 16 53 cliffs/concave-br
tile entity 16 53 cliffs/convex-tl
tile entity 15 53 cliffs/concave-br
tile entity 15 53 cliffs/convex-tl
tile entity 13 53 cliffs/concave-l
tile entity 13 53 cliffs/concave-r
tile entity 9 53 cliffs/convex-tl
tile entity 9 53 cliffs/convex-tr
tile entity 6 53 cliffs/concave-tl
tile entity 27 52 cliffs/concave-l
tile entity 27 52 cliffs/convex-r
tile entity 26 52 cliffs/concave-l
tile entity 26 52 cliffs/convex-br
tile entity 26 52 cliffs/convex-r
tile entity 25 52 cliffs/concave-tl
tile entity 20 52 cliffs/concave-r
tile entity 20 52 cliffs/convex-l
tile entity 19 52 cliffs/concave-r
tile entity 17 52 cliffs/concave-l
tile entity 17 52 cliffs/concave-r
tile entity 14 52 cliffs/concave-tl
tile entity 14 52 cliffs/convex-br
tile entity 13 52 cliffs/concave-tl
tile entity 12 52 cliffs/concave-tr
tile entity 11 52 cliffs/concave-tl
tile entity 11 52 cliffs/convex-bl
tile entity 11 52 cliffs/convex-br
tile entity 10 52 cliffs/convex-bl
tile entity 10 52 cliffs/concave-tr
tile entity 8 52 cliffs/concave-tl
tile entity 8 52 cliffs/convex-br
tile entity 7 52 cliffs/concave-tl
tile entity 7 52 cliffs/convex-br
tile entity 6 52 cliffs/concave-tl
tile entity 6 52 cliffs/convex-bl
tile entity 6 52 cliffs/convex-br
tile entity 27 51 cliffs/concave-l
tile entity 27 51 cliffs/convex-r
tile entity 26 51 cliffs/concave-l
tile entity 26 51 cliffs/convex-r
tile entity 18 51 cliffs/concave-tr
tile entity 17 51 cliffs/concave-tl
tile entity 16 51 cliffs/concave-tr
tile entity 15 51 cliffs/concave-tl
tile entity 15 51 cliffs/convex-br
tile entity 14 51 cliffs/concave-tl
tile entity 14 51 cliffs/convex-br
tile entity 13 51 cliffs/concave-tl
tile entity 13 51 cliffs/convex-bl
tile entity 13 51 cliffs/convex-br
tile entity 12 51 cliffs/concave-tr
tile entity 11 51 cliffs/concave-tl
tile entity 11 51 cliffs/convex-bl
tile entity 11 51 cliffs/convex-br
tile entity 10 51 cliffs/convex-bl
tile entity 10 51 cliffs/concave-tr
tile entity 9 51 cliffs/concave-tr
tile entity 8 51 cliffs/concave-tl
tile entity 8 51 cliffs/convex-br
tile entity 7 51 cliffs/concave-tl
tile entity 7 51 cliffs/convex-br
tile entity 5 51 cliffs/convex-bl
tile entity 5 51 cliffs/concave-tr
tile entity 4 51 cliffs/concave-tr
tile entity 3 51 cliffs/concave-r
tile entity 3 51 cliffs/concave-tl
tile entity 3 51 cliffs/convex-bl
tile entity 3 51 cliffs/convex-br
tile entity 3 51 cliffs/convex-l
tile entity 27 50 cliffs/concave-l
tile entity 27 50 cliffs/convex-r
tile entity 26 50 cliffs/concave-l
tile entity 26 50 cliffs/convex-r
tile entity 19 50 cliffs/convex-bl
tile entity 19 50 cliffs/concave-tr
tile entity 18 50 cliffs/concave-tr
tile entity 17 50 cliffs/concave-tl
tile entity 17 50 cliffs/convex-bl
tile entity 17 50 cliffs/convex-br
tile entity 16 50 cliffs/concave-tr
tile entity 15 50 cliffs/concave-tl
tile entity 15 50 cliffs/convex-br
tile entity 9 50 cliffs/concave-tr
tile entity 3 50 cliffs/concave-r
tile entity 3 50 cliffs/convex-l
tile entity 27 49 cliffs/concave-l
tile entity 27 49 cliffs/convex-r
tile entity 26 49 cliffs/concave-l
tile entity 26 49 cliffs/convex-r
tile entity 2 49 cliffs/convex-bl
tile entity 2 49 cliffs/convex-l
tile entity 2 49 cliffs/convex-tl
tile entity 2 49 cliffs/concave-br
tile entity 2 49 cliffs/concave-tr
tile entity 27 48 cliffs/concave-l
tile entity 27 48 cliffs/convex-r
tile entity 26 48 cliffs/concave-l
tile entity 26 48 cliffs/convex-r
tile entity 3 48 cliffs/concave-r
tile entity 27 47 cliffs/concave-l
tile entity 27 47 cliffs/convex-r
tile entity 26 47 cliffs/convex-r
tile entity 26 47 cliffs/convex-tr
tile entity 26 47 cliffs/concave-bl
tile entity 3 47 cliffs/concave-r
tile entity 3 47 cliffs/convex-l
tile entity 27 46 cliffs/convex-r
tile entity 27 46 cliffs/convex-tr
tile entity 27 46 cliffs/concave-bl
tile entity 26 46 cliffs/convex-tr
tile entity 26 46 cliffs/concave-bl
tile entity 25 46 cliffs/convex-tr
tile entity 25 46 cliffs/concave-bl
tile entity 24 46 cliffs/convex-tr
tile entity 24 46 cliffs/concave-bl
tile entity 14 46 cliffs/concave-br
tile entity 14 46 cliffs/concave-bl
tile entity 12 46 cliffs/concave-br
tile entity 12 46 cliffs/concave-bl
tile entity 10 46 cliffs/concave-br
tile entity 10 46 cliffs/concave-bl
tile entity 3 46 cliffs/concave-r
tile entity 3 46 cliffs/convex-l
tile entity 29 45 cliffs/concave-r
tile entity 29 45 cliffs/convex-bl
tile entity 29 45 cliffs/convex-l
tile entity 25 45 cliffs/convex-tr
tile entity 25 45 cliffs/concave-bl
tile entity 24 45 cliffs/convex-tr
tile entity 24 45 cliffs/concave-bl
tile entity 23 45 cliffs/convex-tr
tile entity 23 45 cliffs/concave-bl
tile entity 22 45 cliffs/concave-l
tile entity 16 45 cliffs/concave-r
tile entity 15 45 cliffs/concave-br
tile entity 15 45 cliffs/convex-tl
tile entity 13 45 cliffs/convex-tl
tile entity 13 45 cliffs/convex-tr
tile entity 12 45 cliffs/concave-br
tile entity 12 45 cliffs/concave-bl
tile entity 11 45 cliffs/convex-tl
tile entity 11 45 cliffs/convex-tr
tile entity 9 45 cliffs/convex-tr
tile entity 9 45 cliffs/concave-bl
tile entity 8 45 cliffs/convex-tl
tile entity 8 45 cliffs/convex-tr
tile entity 7 45 cliffs/concave-br
tile entity 7 45 cliffs/concave-bl
tile entity 6 45 cliffs/concave-l
tile entity 3 45 cliffs/concave-r
tile entity 3 45 cliffs/convex-l
tile entity 28 44 cliffs/concave-r
tile entity 28 44 cliffs/convex-bl
tile entity 28 44 cliffs/convex-l
tile entity 28 44 cliffs/concave-tr
tile entity 23 44 cliffs/concave-l
tile entity 22 44 cliffs/concave-l
tile entity 22 44 cliffs/convex-r
tile entity 16 44 cliffs/concave-r
tile entity 16 44 cliffs/convex-l
tile entity 14 44 cliffs/concave-br
tile entity 14 44 cliffs/convex-tl
tile entity 13 44 cliffs/concave-br
tile entity 13 44 cliffs/convex-tl
tile entity 11 44 cliffs/convex-tr
tile entity 11 44 cliffs/concave-bl
tile entity 10 44 cliffs/convex-tr
tile entity 10 44 cliffs/concave-bl
tile entity 6 44 cliffs/concave-l
tile entity 6 44 cliffs/convex-r
tile entity 3 44 cliffs/concave-r
tile entity 3 44 cliffs/convex-l
tile entity 28 43 cliffs/concave-br
tile entity 28 43 cliffs/convex-l
tile entity 28 43 cliffs/convex-tl
tile entity 24 43 cliffs/concave-l
tile entity 24 43 cliffs/convex-br
tile entity 24 43 cliffs/convex-r
tile entity 23 43 cliffs/concave-tl
tile entity 22 43 cliffs/concave-tl
tile entity 18 43 cliffs/concave-br
tile entity 18 43 cliffs/convex-tl
tile entity 17 43 cliffs/concave-br
tile entity 17 43 cliffs/concave-bl
tile entity 16 43 cliffs/convex-l
tile entity 16 43 cliffs/convex-tl
tile entity 16 43 cliffs/convex-tr
tile entity 15 43 cliffs/concave-r
tile entity 9 43 cliffs/convex-tr
tile entity 9 43 cliffs/concave-bl
tile entity 8 43 cliffs/concave-l
tile entity 6 43 cliffs/concave-l
tile entity 6 43 cliffs/convex-r
tile entity 3 43 cliffs/concave-r
tile entity 3 43 cliffs/convex-l
tile entity 29 42 cliffs/concave-r
tile entity 24 42 cliffs/concave-tl
tile entity 23 42 cliffs/concave-l
tile entity 23 42 cliffs/convex-br
tile entity 23 42 cliffs/convex-r
tile entity 19 42 cliffs/concave-r
tile entity 15 42 cliffs/concave-r
tile entity 15 42 cliffs/convex-l
tile entity 12 42 cliffs/concave-tl
tile entity 12 42 cliffs/convex-bl
tile entity 12 42 cliffs/convex-br
tile entity 8 42 cliffs/concave-l
tile entity 8 42 cliffs/convex-r
tile entity 6 42 cliffs/concave-l
tile entity 6 42 cliffs/convex-r
tile entity 3 42 cliffs/concave-r
tile entity 3 42 cliffs/convex-l
tile entity 29 41 cliffs/concave-r
tile entity 29 41 cliffs/convex-l
tile entity 26 41 cliffs/concave-tl
tile entity 26 41 cliffs/convex-br
tile entity 25 41 cliffs/concave-tl
tile entity 25 41 cliffs/convex-br
tile entity 24 41 cliffs/concave-tl
tile entity 24 41 cliffs/convex-br
tile entity 23 41 cliffs/concave-tl
tile entity 19 41 cliffs/concave-r
tile entity 19 41 cliffs/convex-l
tile entity 14 41 cliffs/concave-tr
tile entity 13 41 cliffs/concave-tl
tile entity 13 41 cliffs/convex-br
tile entity 12 41 cliffs/concave-r
tile entity 12 41 cliffs/concave-tl
tile entity 12 41 cliffs/convex-bl
tile entity 12 41 cliffs/convex-br
tile entity 12 41 cliffs/convex-l
tile entity 11 41 cliffs/concave-tr
tile entity 11 41 cliffs/concave-r
tile entity 11 41 cliffs/convex-bl
tile entity 11 41 cliffs/convex-l
tile entity 8 41 cliffs/concave-tl
tile entity 6 41 cliffs/concave-tl
tile entity 2 41 cliffs/concave-r
tile entity 2 41 cliffs/convex-bl
tile entity 2 41 cliffs/convex-l
tile entity 2 41 cliffs/concave-tr
tile entity 28 40 cliffs/concave-tr
tile entity 27 40 cliffs/concave-tl
tile entity 27 40 cliffs/convex-br
tile entity 26 40 cliffs/concave-l
tile entity 26 40 cliffs/convex-br
tile entity 26 40 cliffs/convex-r
tile entity 25 40 cliffs/concave-tl
tile entity 25 40 cliffs/convex-br
tile entity 20 40 cliffs/concave-r
tile entity 19 40 cliffs/concave-br
tile entity 19 40 cliffs/convex-l
tile entity 19 40 cliffs/convex-tl
tile entity 18 40 cliffs/concave-br
tile entity 18 40 cliffs/concave-bl
tile entity 16 40 cliffs/concave-l
tile entity 16 40 cliffs/convex-br
tile entity 16 40 cliffs/convex-r
tile entity 15 40 cliffs/concave-tl
tile entity 15 40 cliffs/convex-bl
tile entity 15 40 cliffs/convex-br
tile entity 14 40 cliffs/concave-tr
tile entity 13 40 cliffs/concave-tl
tile entity 13 40 cliffs/convex-br
tile entity 12 40 cliffs/concave-r
tile entity 12 40 cliffs/convex-l
tile entity 11 40 cliffs/concave-r
tile entity 11 40 cliffs/convex-l
tile entity 9 40 cliffs/concave-l
tile entity 9 40 cliffs/convex-br
tile entity 9 40 cliffs/convex-r
tile entity 8 40 cliffs/concave-l
tile entity 8 40 cliffs/convex-br
tile entity 8 40 cliffs/convex-r
tile entity 7 40 cliffs/concave-tl
tile entity 7 40 cliffs/convex-br
tile entity 2 40 cliffs/concave-r
tile entity 2 40 cliffs/convex-l
tile entity 26 39 cliffs/concave-l
tile entity 26 39 cliffs/convex-r
tile entity 20 39 cliffs/concave-r
tile entity 20 39 cliffs/convex-l
tile entity 19 39 cliffs/concave-r
tile entity 17 39 cliffs/concave-l
tile entity 16 39 cliffs/concave-l
tile entity 16 39 cliffs/convex-r
tile entity 12 39 cliffs/concave-r
tile entity 12 39 cliffs/convex-l
tile entity 11 39 cliffs/concave-r
tile entity 11 39 cliffs/convex-l
tile entity 9 39 cliffs/concave-l
tile entity 9 39 cliffs/convex-r
tile entity 8 39 cliffs/convex-r
tile entity 8 39 cliffs/convex-tr
tile entity 8 39 cliffs/concave-bl
tile entity 2 39 cliffs/concave-br
tile entity 2 39 cliffs/convex-l
tile entity 2 39 cliffs/convex-tl
tile entity 26 38 cliffs/concave-l
tile entity 26 38 cliffs/convex-r
tile entity 20 38 cliffs/concave-r
tile entity 20 38 cliffs/convex-l
tile entity 19 38 cliffs/concave-r
tile entity 19 38 cliffs/convex-l
tile entity 17 38 cliffs/concave-l
tile entity 17 38 cliffs/convex-r
tile entity 16 38 cliffs/concave-l
tile entity 16 38 cliffs/convex-r
tile entity 10 38 cliffs/concave-r
tile entity 10 38 cliffs/concave-tr
tile entity 9 38 cliffs/concave-br
tile entity 9 38 cliffs/concave-tl
tile entity 9 38 cliffs/concave-bl
tile entity 8 38 cliffs/concave-l
tile entity 7 38 cliffs/concave-l
tile entity 3 38 cliffs/concave-r
tile entity 26 37 cliffs/concave-l
tile entity 26 37 cliffs/convex-r
tile entity 20 37 cliffs/concave-r
tile entity 20 37 cliffs/convex-l
tile entity 19 37 cliffs/concave-r
tile entity 19 37 cliffs/convex-l
tile entity 17 37 cliffs/concave-l
tile entity 17 37 cliffs/convex-r
tile entity 16 37 cliffs/concave-l
tile entity 16 37 cliffs/convex-r
tile entity 11 37 cliffs/concave-r
tile entity 11 37 cliffs/convex-bl
tile entity 11 37 cliffs/convex-l
tile entity 11 37 cliffs/concave-tr
tile entity 10 37 cliffs/concave-r
tile entity 10 37 cliffs/convex-l
tile entity 8 37 cliffs/concave-l
tile entity 8 37 cliffs/convex-r
tile entity 7 37 cliffs/concave-l
tile entity 7 37 cliffs/convex-r
tile entity 3 37 cliffs/concave-r
tile entity 3 37 cliffs/convex-l
tile entity 26 36 cliffs/convex-r
tile entity 26 36 cliffs/convex-tr
tile entity 26 36 cliffs/concave-bl
tile entity 20 36 cliffs/concave-r
tile entity 20 36 cliffs/convex-l
tile entity 19 36 cliffs/concave-r
tile entity 19 36 cliffs/convex-l
tile entity 17 36 cliffs/concave-l
tile entity 17 36 cliffs/convex-r
tile entity 16 36 cliffs/convex-r
tile entity 16 36 cliffs/convex-tr
tile entity 16 36 cliffs/concave-bl
tile entity 11 36 cliffs/concave-r
tile entity 11 36 cliffs/convex-l
tile entity 10 36 cliffs/concave-r
tile entity 10 36 cliffs/convex-l
tile entity 8 36 cliffs/concave-l
tile entity 8 36 cliffs/convex-r
tile entity 7 36 cliffs/concave-l
tile entity 7 36 cliffs/convex-r
tile entity 3 36 cliffs/concave-r
tile entity 3 36 cliffs/convex-l
tile entity 25 35 cliffs/concave-l
tile entity 20 35 cliffs/concave-r
tile entity 20 35 cliffs/convex-l
tile entity 19 35 cliffs/concave-r
tile entity 19 35 cliffs/convex-l
tile entity 17 35 cliffs/convex-r
tile entity 17 35 cliffs/convex-tr
tile entity 17 35 cliffs/concave-bl
tile entity 16 35 cliffs/concave-l
tile entity 15 35 cliffs/concave-l
tile entity 11 35 cliffs/concave-r
tile entity 11 35 cliffs/convex-l
tile entity 10 35 cliffs/concave-r
tile entity 10 35 cliffs/convex-l
tile entity 8 35 cliffs/concave-l
tile entity 8 35 cliffs/convex-r
tile entity 7 35 cliffs/concave-l
tile entity 7 35 cliffs/convex-r
tile entity 3 35 cliffs/concave-r
tile entity 3 35 cliffs/convex-l
tile entity 25 34 cliffs/concave-l
tile entity 25 34 cliffs/convex-r
tile entity 18 34 cliffs/convex-bl
tile entity 18 34 cliffs/concave-tr
tile entity 16 34 cliffs/concave-tl
tile entity 15 34 cliffs/concave-l
tile entity 15 34 cliffs/convex-r
tile entity 11 34 cliffs/concave-r
tile entity 11 34 cliffs/convex-l
tile entity 8 34 cliffs/concave-tl
tile entity 7 34 cliffs/concave-l
tile entity 7 34 cliffs/convex-r
tile entity 3 34 cliffs/concave-r
tile entity 3 34 cliffs/convex-l
tile entity 25 33 cliffs/concave-l
tile entity 25 33 cliffs/convex-r
tile entity 19 33 cliffs/convex-bl
tile entity 19 33 cliffs/concave-tr
tile entity 18 33 cliffs/convex-bl
tile entity 18 33 cliffs/concave-tr
tile entity 17 33 cliffs/concave-tr
tile entity 16 33 cliffs/concave-tl
tile entity 16 33 cliffs/convex-br
tile entity 15 33 cliffs/concave-tl
tile entity 10 33 cliffs/convex-bl
tile entity 10 33 cliffs/concave-tr
tile entity 9 33 cliffs/concave-tr
tile entity 8 33 cliffs/concave-tl
tile entity 8 33 cliffs/convex-br
tile entity 7 33 cliffs/concave-tl
tile entity 3 33 cliffs/concave-r
tile entity 3 33 cliffs/convex-l
tile entity 25 32 cliffs/concave-l
tile entity 25 32 cliffs/convex-r
tile entity 17 32 cliffs/concave-tr
tile entity 9 32 cliffs/concave-tr
tile entity 3 32 cliffs/concave-r
tile entity 3 32 cliffs/convex-l
tile entity 28 31 cliffs/concave-r
tile entity 27 31 cliffs/concave-bl
tile entity 27 31 cliffs/concave-br
tile entity 26 31 cliffs/convex-tr
tile entity 26 31 cliffs/concave-bl
tile entity 25 31 cliffs/convex-r
tile entity 25 31 cliffs/convex-tr
tile entity 25 31 cliffs/concave-bl
tile entity 24 31 cliffs/convex-tr
tile entity 24 31 cliffs/concave-bl
tile entity 18 31 cliffs/concave-br
tile entity 18 31 cliffs/concave-bl
tile entity 6 31 cliffs/concave-br
tile entity 6 31 cliffs/concave-bl
tile entity 4 31 cliffs/concave-br
tile entity 4 31 cliffs/concave-bl
